ledger_id,vendor_name,amount,txn_date,reference_id,description
LED-000269,Ola Cabs Private Limited,35742.41,2026-02-17,RZP2811788994,Payment for invoice RZP2811788994
LED-000270,INFY,62784.3,2026-02-20,RZP7431616934,Subscription charge RZP7431616934
LED-000271,Cred Dreamplug Technologies Private Limited,38225.88,2026-05-26,RZP3340227481,Order settlement RZP3340227481
LED-000272,BigBasket Innovative Retail Concepts,115792.67,2026-04-02,RZP7416028817,Vendor payout RZP7416028817
LED-000273,Infosys Limited,223042.48,2026-05-10,RZP6857202856,Service fee RZP6857202856
LED-000274,Wipro Limited,222875.67,2026-05-31,RZP7245356886,Service fee RZP7245356886
LED-000275,ICICI Bank Limited,111638.18,2026-02-15,RZP5581790722,Service fee RZP5581790722
LED-000276,Larsen & Toubro Limited,129543.62,2026-04-03,RZP3980619627,Subscription charge RZP3980619627
LED-000277,Bharti Airtel Limited,94258.39,2026-04-07,RZP3685395384,Service fee RZP3685395384
LED-000278,Reliance Industries Limited,125533.97,2026-02-05,RZP4252116864,Payment for invoice RZP4252116864
LED-000279,BigBasket Innovative Retail Concepts,168856.07,2026-05-03,RZP2180051605,Payment for invoice RZP2180051605
LED-000280,Bharti Airtel Limited,129232.68,2026-04-14,RZP5507620498,Payment for invoice RZP5507620498
LED-000281,PhonePe Private Limited,150269.55,2026-05-30,RZP8162734523,Subscription charge RZP8162734523
LED-000282,Ola Cabs Private Limited,214918.98,2026-05-10,RZP6861958570,Merchant settlement batch RZP6861958570
LED-000283,Meesho Fashnear Technologies,134890.6,2026-01-01,RZP8765305287,Vendor payout RZP8765305287
LED-000284,Cred Dreamplug Technologies Private Limited,24564.57,2026-02-04,RZP2790552070,Order settlement RZP2790552070
LED-000285,Reliance Industries Limited,93851.22,2026-02-22,RZP6331628432,Payment for invoice RZP6331628432
LED-000286,Larsen & Toubro Limited,103395.06,2026-05-23,RZP4352337786,Merchant settlement batch RZP4352337786
LED-000287,Bharti Airtel Limited,25204.61,2026-05-11,RZP4356719001,Subscription charge RZP4356719001
LED-000288,Infosys Limited,65883.54,2026-04-05,RZP0039657598,Service fee RZP0039657598
LED-000289,Reliance Industries Limited,50546.55,2026-06-18,RZP9517566636,Merchant settlement batch RZP9517566636
LED-000290,Adani Enterprises Limited,194951.27,2026-04-01,RZP6420795755,Vendor payout RZP6420795755
LED-000291,Adani Enterprises Limited,56689.93,2026-02-19,RZP4401555315,Merchant settlement batch RZP4401555315
LED-000292,Cred Dreamplug Technologies Private Limited,62647.85,2026-04-24,RZP9577944501,Order settlement RZP9577944501
LED-000293,Wipro Limited,169276.71,2026-02-28,RZP8435722373,Payment for invoice RZP8435722373
LED-000294,BigBasket Innovative Retail Concepts,78571.11,2026-02-25,RZP8296941782,Subscription charge RZP8296941782
LED-000295,Meesho Fashnear Technologies,89103.44,2026-01-28,RZP1094089833,Vendor payout RZP1094089833
LED-000296,BigBasket Innovative Retail Concepts,45840.54,2026-05-11,RZP2250745536,Service fee RZP2250745536
LED-000297,HDFC Bank Limited,174606.41,2026-04-28,RZP3063138122,Service fee RZP3063138122
LED-000298,Bharti Airtel Limited,124767.69,2026-02-23,RZP4734459687,Subscription charge RZP4734459687
LED-000299,Swiggy Bundl Technologies Private Limited,49136.39,2026-02-08,RZP4041865342,Subscription charge RZP4041865342
LED-000300,HDFC Bank Limited,172682.21,2026-01-16,RZP2280723583,Service fee RZP2280723583
LED-000301,Meesho Fashnear Technologies,49859.68,2026-05-28,RZP6592357406,Order settlement RZP6592357406
LED-000302,ICICI Bank Limited,217084.17,2026-06-13,RZP8365801232,Merchant settlement batch RZP8365801232
LED-000303,Swiggy Bundl Technologies Private Limited,67921.34,2026-04-24,RZP7975418122,Payment for invoice RZP7975418122
LED-000304,Infosys Limited,52761.29,2026-04-12,RZP1085037021,Service fee RZP1085037021
LED-000305,Swiggy Bundl Technologies Private Limited,77446.26,2026-03-05,RZP7415103984,Subscription charge RZP7415103984
LED-000306,Urban Company Technologies Private Limited,111294.51,2026-06-28,RZP5547846594,Service fee RZP5547846594
LED-000307,Flipkart Internet Private Limited,77070.87,2026-04-16,RZP2308834099,Subscription charge RZP2308834099
LED-000308,PhonePe Private Limited,199521.5,2026-06-02,RZP2034531733,Order settlement RZP2034531733
LED-000309,Wipro Limited,129225.02,2026-06-06,RZP8627848126,Service fee RZP8627848126
LED-000310,Meesho Fashnear Technologies,123075.2,2026-03-24,RZP0051127721,Payment for invoice RZP0051127721
LED-000311,PhonePe Private Limited,77997.43,2026-05-08,RZP9473890704,Vendor payout RZP9473890704
LED-000312,ADANI ENTERPRISES LIMITED,204340.09,2026-01-04,RZP1727470475,Subscription charge RZP1727470475
LED-000313,Mahindra & Mahindra Limited,234063.38,2026-02-10,RZP6095261882,Payment for invoice RZP6095261882
LED-000314,PhonePe Private Limited,81229.69,2026-02-12,RZP7532956617,Payment for invoice RZP7532956617
LED-000315,Infosys Limited,171533.27,2026-03-28,RZP9960677129,Subscription charge RZP9960677129
LED-000316,Flipkart Internet Private Limited,183337.23,2026-01-06,RZP6318442611,Merchant settlement batch RZP6318442611
LED-000317,Flipkart Internet Private Limited,68939.82,2026-06-03,RZP9501223063,Service fee RZP9501223063
LED-000318,Meesho Fashnear Technologies,214228.8,2026-06-08,RZP2765354563,Order settlement RZP2765354563
LED-000319,HDFC Bank Limited,130871.65,2026-01-18,RZP0910110634,Subscription charge RZP0910110634
LED-000320,Adani Ent Ltd,12414.04,2026-02-26,RZP6092480805,Subscription charge RZP6092480805
LED-000321,Tata Consultancy Services,205937.2,2026-03-10,RZP5780251231,Order settlement RZP5780251231
LED-000322,Bharti Airtel Limited,139672.11,2026-05-23,RZP4163468114,Service fee RZP4163468114
LED-000323,Urban Company Technologies Private Limited,249608.63,2026-04-24,RZP9959846832,Merchant settlement batch RZP9959846832
LED-000324,Urban Company Technologies Private Limited,231547.81,2026-03-07,RZP3490020180,Payment for invoice RZP3490020180
LED-000325,Zomato Limited,5572.09,2026-06-26,RZP8955504128,Vendor payout RZP8955504128
LED-000326,Mahindra & Mahindra Limited,23112.49,2026-04-13,RZP5203448780,Payment for invoice RZP5203448780
LED-000327,Cred Dreamplug Technologies Private Limited,95479.3,2026-01-15,RZP9384917789,Vendor payout RZP9384917789
LED-000328,Swiggy Bundl Technologies Private Limited,13673.87,2026-05-15,RZP0515207345,Subscription charge RZP0515207345
LED-000329,PhonePe Private Limited,72552.29,2026-04-11,RZP1347523467,Vendor payout RZP1347523467
LED-000330,BigBasket Innovative Retail Concepts,98920.4,2026-05-27,RZP1672073906,Vendor payout RZP1672073906
LED-000331,Larsen & Toubro Limited,80286.48,2026-06-02,RZP6713886492,Order settlement RZP6713886492
LED-000332,Infosys Limited,28226.08,2026-01-14,RZP2618238343,Payment for invoice RZP2618238343
LED-000333,Larsen & Toubro Limited,136674.09,2026-03-08,RZP5696639520,Order settlement RZP5696639520
LED-000335,Ola Cabs Private Limited,244156.49,2026-01-26,RZP9450195709,Merchant settlement batch RZP9450195709
LED-000336,Swiggy Bundl Technologies Private Limited,186136.02,2026-01-05,RZP3362958688,Service fee RZP3362958688
LED-000337,Adani Enteprrises Limited,56511.84,2026-03-29,RZP8603966221,Vendor payout RZP8603966221
LED-000338,Zomato Limited,112374.92,2026-02-03,RZP2158837519,Order settlement RZP2158837519
LED-000339,Cred Dreamplug Technologies Private Limited,229290.46,2026-03-23,RZP0571810399,Order settlement RZP0571810399
LED-000340,Adani Enterprises Limited,38116.47,2026-02-18,RZP1176252263,Subscription charge RZP1176252263
LED-000341,ICICI Bank Limited,125655.8,2026-06-04,RZP4613412499,Subscription charge RZP4613412499
LED-000342,Larsen & Toubro Limited,189480.48,2026-01-17,RZP1946688476,Service fee RZP1946688476
LED-000344,Tata Consultancy Services,139491.58,2026-05-13,RZP7914872129,Payment for invoice RZP7914872129
LED-000345,ICICI Bank Limited,115975.2,2026-06-15,RZP4717961441,Vendor payout RZP4717961441
LED-000346,Larsen & Toubro Limited,220654.73,2026-01-24,RZP2697711435,Merchant settlement batch RZP2697711435
LED-000347,Ola Cabs Private Limited,153076.32,2026-02-10,RZP3379561817,Service fee RZP3379561817
LED-000348,Flipkart Internet Pvt Ltd,72301.82,2026-02-16,RZP1126248508,Merchant settlement batch RZP1126248508
LED-000349,BigBasket Innovative Retail Concepts,113516.56,2026-04-24,RZP0625658016,Subscription charge RZP0625658016
LED-000350,Tata Consultancy Services,166799.09,2026-06-04,RZP2904166657,Vendor payout RZP2904166657
LED-000351,Cred Dreamplug Technologies Private Limited,90143.13,2026-01-10,RZP0233045216,Vendor payout RZP0233045216
LED-000352,PhonePe Private Limited,131232.86,2026-06-28,RZP2059507677,Order settlement RZP2059507677
LED-000353,Zomato Limited,65026.06,2026-05-28,RZP9315564167,Merchant settlement batch RZP9315564167
LED-000354,Reliance Industries Limited,116301.68,2026-01-31,RZP7264038266,Service fee RZP7264038266
LED-000355,Mahindra & Mahindra Limited,75175.96,2026-05-21,RZP3063760133,Merchant settlement batch RZP3063760133
LED-000356,BigBasket Innovative Retail Concepts,199344.01,2026-06-15,RZP1148848905,Service fee RZP1148848905
LED-000357,Zomato Limited,138861.03,2026-01-05,RZP2678392096,Order settlement RZP2678392096
LED-000358,Swiggy Bundl Technologies Private Limited,46966.62,2026-01-30,RZP8773044249,Service fee RZP8773044249
LED-000359,Bharti Airtel Limited,28190.98,2026-01-10,RZP7940451975,Vendor payout RZP7940451975
LED-000360,HDFC Bank Limited,205561.31,2026-05-13,RZP6174750965,Subscription charge RZP6174750965
LED-000361,TATA CONSULTANCY SERVICES,25910.24,2026-06-18,RZP7076222576,Merchant settlement batch RZP7076222576
LED-000362,Adani Enterprises Limited,28747.93,2026-06-09,RZP5155298513,Service fee RZP5155298513
LED-000363,Tata Consultancy Services,32648.99,2026-05-01,RZP9030378664,Service fee RZP9030378664
LED-000364,Larsen & Toubro Limited,178267.74,2026-06-21,RZP8097508603,Payment for invoice RZP8097508603
LED-000365,Flipkart Internet Private Limited,117715.89,2026-02-27,RZP1823193834,Subscription charge RZP1823193834
LED-000366,Nykaa E-Retail Private Limited,119741.22,2026-02-13,RZP2355471503,Service fee RZP2355471503
LED-000367,PhonePe Private Limited,59758.04,2026-03-04,RZP5933857475,Merchant settlement batch RZP5933857475
LED-000368,Infosys Limited,184880.86,2026-05-27,RZP8153043456,Service fee RZP8153043456
LED-000369,Swiggy Bundl Technologies Private Limited,81952.95,2026-06-15,RZP6088960115,Service fee RZP6088960115
LED-000371,Swiggy Bundl Technologies Private Limited,211932.04,2026-03-17,RZP0990591204,Merchant settlement batch RZP0990591204
LED-000372,Zomato Limited,177986.65,2026-04-14,RZP3564139819,Service fee RZP3564139819
LED-000373,Reliance Industries Limited,18075.74,2026-01-05,RZP1869118886,Merchant settlement batch RZP1869118886
LED-000374,Flipkart Internet Private Limited,127427.32,2026-05-22,RZP8324047729,Order settlement RZP8324047729
LED-000375,Tata Consultancy Services,142102.17,2026-04-05,RZP1461799740,Service fee RZP1461799740
LED-000376,BIGBASKET INNOVATIVE RETAIL CONCEPTS,157721.11,2026-06-19,RZP9067303745,Subscription charge RZP9067303745
LED-000377,Zomato Limited,105340.87,2026-03-17,RZP2097750410,Order settlement RZP2097750410
LED-000378,Meesho Fashnear Technologies,6970.43,2026-05-05,RZP0582128011,Order settlement RZP0582128011
LED-000379,Flipkart Internet Private Limited,92536.24,2026-02-14,RZP2747830191,Payment for invoice RZP2747830191
LED-000380,PHONEPE PRIVATE LIMITED,192626.39,2026-03-02,RZP6715802804,Merchant settlement batch RZP6715802804
LED-000381,Urban Company Technologies Private Limited,58530.28,2026-06-24,RZP7418094696,Service fee RZP7418094696
LED-000382,Urban Company Technologies Private Limited,159410.42,2026-04-21,RZP6622825462,Service fee RZP6622825462
LED-000383,Larsen & Toubro Limited,130060.09,2026-06-23,RZP6156800142,Subscription charge RZP6156800142
LED-000384,Tata Consultancy Services,6071.56,2026-01-24,RZP0582519063,Subscription charge RZP0582519063
LED-000385,Cred Dreamplug Technologies Private Limited,200829.54,2026-02-17,RZP8624969249,Merchant settlement batch RZP8624969249
LED-000386,Adani Enterprises Limited,40617.21,2026-01-19,RZP2039281092,Merchant settlement batch RZP2039281092
LED-000387,BigBasket Innovative Retail Concepts,27241.35,2026-05-19,RZP7269710524,Subscription charge RZP7269710524
LED-000388,Reliance Industries Limited,233233.5,2026-06-20,RZP3133077447,Order settlement RZP3133077447
LED-000389,Reliance Industries Limited,96198.3,2026-06-26,RZP8459364690,Service fee RZP8459364690
LED-000390,Zomato Ltd,20252.13,2026-04-28,RZP7225962316,Order settlement RZP7225962316
LED-000391,Flipkart Internet Private Limited,183870.75,2026-02-05,RZP0092376498,Subscription charge RZP0092376498
LED-000392,Tata Consult Services,84528.99,2026-01-11,RZP4265985720,Service fee RZP4265985720
LED-000393,Reliance Industries Limited,117884.23,2026-06-08,RZP0711037415,Service fee RZP0711037415
LED-000394,Meesho Fashnear Technologies,199823.93,2026-02-26,RZP0238741653,Subscription charge RZP0238741653
LED-000395,Cred Dreamplug Technologies Private Limited,43485.9,2026-01-17,RZP1146549008,Merchant settlement batch RZP1146549008
LED-000396,Bharti Airtel Limited,4055.24,2026-05-05,RZP0097526741,Merchant settlement batch RZP0097526741
LED-000397,Ola Cabs Private Limited,112687.22,2026-03-03,RZP9601496730,Subscription charge RZP9601496730
LED-000398,Ola Cabs Private Limited,244201.35,2026-06-08,RZP3752762176,Vendor payout RZP3752762176
LED-000399,BHARTI AIRTEL LIMITED,167585.14,2026-01-12,RZP0322684105,Vendor payout RZP0322684105
LED-000400,BigBasket Innovative Retail Concepts,128798.69,2026-01-19,RZP8753163730,Merchant settlement batch RZP8753163730
LED-000402,Larsen & Toubro Limited,84072.45,2026-01-09,RZP6018413867,Service fee RZP6018413867
LED-000403,Bharti Airtel Limited,144593.64,2026-05-22,RZP8084958277,Subscription charge RZP8084958277
LED-000404,PhonePe Private Limited,144929.84,2026-06-01,RZP9984097543,Service fee RZP9984097543
LED-000405,Flipkart Internet Private Limited,123896.97,2026-01-22,RZP5079126043,Order settlement RZP5079126043
LED-000406,Cred Dreamplug Technologies Private Limited,186859.58,2026-01-07,RZP9417186706,Subscription charge RZP9417186706
LED-000407,Zomato Limited,132800.44,2026-03-17,RZP4295770870,Service fee RZP4295770870
LED-000408,Tata Consultanc yServices,27874.99,2026-04-04,RZP4036757135,Payment for invoice RZP4036757135
LED-000409,Cred Dreamplug Technologies Private Limited,217802.18,2026-06-29,RZP2723262034,Payment for invoice RZP2723262034
LED-000410,BigBasket Innovative Retail Concepts,177499.85,2026-06-23,RZP8843669818,Merchant settlement batch RZP8843669818
LED-000411,Bharti Airtel Limited,72199.92,2026-01-20,RZP1264856295,Subscription charge RZP1264856295
LED-000412,PHONEPE PRIVATE LIMITED,111048.43,2026-06-15,RZP0108853567,Vendor payout RZP0108853567
LED-000413,Ola Cabs Pvt Ltd,210500.68,2026-04-24,RZP4583723281,Order settlement RZP4583723281
LED-000414,Bharti Airtel Ltd,154714.76,2026-02-11,RZP7298661203,Service fee RZP7298661203
LED-000415,Nykaa E-Retail Private Limited,46246.47,2026-05-24,RZP7691495109,Merchant settlement batch RZP7691495109
LED-000416,Flipkart Internet Private Limited,231963.65,2026-02-09,RZP0793742995,Payment for invoice RZP0793742995
LED-000417,Flipkart Internet Ltd,84770.3,2026-01-29,RZP7915348400,Merchant settlement batch RZP7915348400
LED-000418,Ola Cabs Private Limited,55652.64,2026-03-13,RZP1086993465,Merchant settlement batch RZP1086993465
LED-000419,Nykaa E-Retail Private Limited,99479.87,2026-04-20,RZP3323980749,Merchant settlement batch RZP3323980749
LED-000420,PhonePe Private Limited,182192.09,2026-04-17,RZP1502489097,Order settlement RZP1502489097
LED-000421,Adani Enterprises Limited,103716.33,2026-05-23,RZP4591824835,Merchant settlement batch RZP4591824835
LED-000422,Flipkart Internet Private Limited,56246.38,2026-01-01,RZP1366162196,Merchant settlement batch RZP1366162196
LED-000423,Adani Enterprises Limited,123338.6,2026-01-18,RZP5344269837,Merchant settlement batch RZP5344269837
LED-000424,Bharti Airtel Limited,145476.38,2026-02-07,RZP3811249325,Order settlement RZP3811249325
LED-000425,Bharti Airtel Limited,191207.64,2026-06-03,RZP7588636605,Vendor payout RZP7588636605
LED-000426,Ola Cabs Private Limited,70462.23,2026-05-05,RZP4912587569,Vendor payout RZP4912587569
LED-000427,HDFC Bank Limited,104423.96,2026-01-20,RZP1103614959,Payment for invoice RZP1103614959
LED-000428,Reliance Industries Ltd,186153.39,2026-01-31,RZP2812110670,Order settlement RZP2812110670
LED-000429,PhonePe Private Limited,10772.86,2026-01-28,RZP0654903001,Merchant settlement batch RZP0654903001
LED-000430,Larsen & Toubro Limited,46317.74,2026-03-31,RZP0172538765,Service fee RZP0172538765
LED-000431,Cred Dreamplug Technologies Private Limited,190846.52,2026-05-16,RZP2129590257,Order settlement RZP2129590257
LED-000432,Bharti Airtel Limited,110000.51,2026-01-28,RZP1332219111,Merchant settlement batch RZP1332219111
LED-000433,Mahindra & Mahindra Limited,139349.46,2026-01-11,RZP0434768249,Vendor payout RZP0434768249
LED-000434,Infosys Ltd,223704.45,2026-05-02,RZP9306635613,Service fee RZP9306635613
LED-000435,HDFC Bank Limited,185396.83,2026-02-13,RZP0935918727,Order settlement RZP0935918727
LED-000436,Swiggy Bundl Technologies Private Limited,89120.91,2026-06-20,RZP6442712461,Subscription charge RZP6442712461
LED-000437,Infosys Limited,124609.01,2026-01-07,RZP9361600777,Subscription charge RZP9361600777
LED-000438,BigBasket Innovative Retail Concepts,122639.05,2026-03-08,RZP5850798148,Subscription charge RZP5850798148
LED-000439,Tata Consultancy Services,44340.76,2026-06-18,RZP8374174166,Subscription charge RZP8374174166
LED-000440,BigBasket Innovative Retail Concepts,119056.38,2026-02-10,RZP5349639300,Merchant settlement batch RZP5349639300
LED-000441,Cred Dreamplug Technologies Private Limited,6870.93,2026-06-10,RZP3033362659,Merchant settlement batch RZP3033362659
LED-000442,HDFC Bank Limited,84497.93,2026-01-06,RZP5064540403,Subscription charge RZP5064540403
LED-000443,Cred Dreamplug Technologies Private Limited,24566.76,2026-05-06,RZP1635736344,Subscription charge RZP1635736344
LED-000444,Urban Company Technologies Private Limited,53637.91,2026-03-09,RZP0942708030,Merchant settlement batch RZP0942708030
LED-000445,Larsen & Toubro Limited,86927.02,2026-01-20,RZP6384524647,Service fee RZP6384524647
LED-000446,Ola Cabs Private Limited,215698.05,2026-05-28,RZP4689268899,Merchant settlement batch RZP4689268899
LED-000447,Ola Cabs Private Limited,50281.91,2026-04-29,RZP1163438024,Merchant settlement batch RZP1163438024
LED-000448,Adan iEnterprises Limited,171760.7,2026-03-02,RZP4112845460,Subscription charge RZP4112845460
LED-000449,Reliance Industries Limited,64710.45,2026-03-13,RZP6189408068,Order settlement RZP6189408068
LED-000450,Infosys Limited,99314.23,2026-02-05,RZP2551657540,Payment for invoice RZP2551657540
LED-000451,Zomato Limited,82422.08,2026-05-30,RZP7879212248,Service fee RZP7879212248
LED-000452,Nykaa E-Retail Private Limited,174949.49,2026-01-29,RZP3469893780,Order settlement RZP3469893780
LED-000453,Tata Consultancy Services,172717.01,2026-06-21,RZP2539381883,Vendor payout RZP2539381883
LED-000454,Adani Enterprises Limited,75326.9,2026-03-02,RZP2814386720,Service fee RZP2814386720
LED-000455,BigBasket Innovative Retail Concepts,184274.95,2026-03-27,RZP7888653687,Subscription charge RZP7888653687
LED-000456,Tata Consultancy Services,160396.99,2026-02-17,RZP6714630159,Subscription charge RZP6714630159
LED-000457,Meesho Fashnear Technologies,171485.48,2026-03-23,RZP4811532033,Payment for invoice RZP4811532033
LED-000458,Cred Dreamplug Technologies Private Limited,56238.11,2026-01-06,RZP9669917144,Payment for invoice RZP9669917144
LED-000459,Nykaa E-Retail Private Limited,42655.2,2026-05-26,RZP1749461718,Vendor payout RZP1749461718
LED-000460,BigBasket Innovative Retail Concepts,95611.07,2026-04-21,RZP8692644122,Order settlement RZP8692644122
LED-000461,Wipro Limited,92503.99,2026-06-25,RZP6048932345,Order settlement RZP6048932345
LED-000462,Tata Consultancy Services,13170.34,2026-03-02,RZP4366878053,Vendor payout RZP4366878053
LED-000463,ICICI Bank Limited,242019.24,2026-05-24,RZP0114340742,Vendor payout RZP0114340742
LED-000464,ICICI Bank Limited,124877.77,2026-03-13,RZP7928672383,Order settlement RZP7928672383
LED-000465,ICICI Bank Limited,138985.33,2026-06-18,RZP6410141418,Merchant settlement batch RZP6410141418
LED-000466,Nykaa E-Retail Private Limited,247206.32,2026-05-24,RZP4488108115,Service fee RZP4488108115
LED-000467,Cred Dreamplug Technologies Private Limited,53217.18,2026-01-02,RZP5540768066,Vendor payout RZP5540768066
LED-000468,HDFC Bank Limited,209268.76,2026-02-09,RZP0474626306,Service fee RZP0474626306
LED-000469,CRED DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,32460.65,2026-01-13,RZP8277560227,Vendor payout RZP8277560227
LED-000470,Larsen & Toubro Limited,40860.73,2026-04-14,RZP2761448361,Subscription charge RZP2761448361
LED-000471,Nykaa E-Retail Private Limited,128236.41,2026-05-06,RZP4326043160,Payment for invoice RZP4326043160
LED-000472,Flipkart Internet Private Limited,169158.54,2026-06-15,RZP6146524941,Merchant settlement batch RZP6146524941
LED-000473,Mahindra & Mahindra Limited,210408.26,2026-05-14,RZP4559554478,Payment for invoice RZP4559554478
LED-000474,Infosys Limited,192196.4,2026-01-05,RZP1611308254,Service fee RZP1611308254
LED-000475,Adani Enterprises Limited,85432.39,2026-02-17,RZP2092640306,Service fee RZP2092640306
LED-000476,Meesho Fashnear Technologies,181518.96,2026-03-19,RZP6936633101,Subscription charge RZP6936633101
LED-000477,Larsen & Toubro Limited,214774.16,2026-02-23,RZP4128850714,Payment for invoice RZP4128850714
LED-000478,ICICI Bank Limited,184734.48,2026-04-24,RZP9485258006,Payment for invoice RZP9485258006
LED-000479,PhonePe Private Limited,212176.77,2026-05-29,RZP5524456684,Payment for invoice RZP5524456684
LED-000480,Reliance Industries Limited,105587.84,2026-03-22,RZP5268166441,Order settlement RZP5268166441
LED-000481,Nykaa E-Retail Private Limited,109611.96,2026-05-10,RZP2936861279,Subscription charge RZP2936861279
LED-000482,Nykaa E-Retail Private Limited,199023.77,2026-02-11,RZP6276116149,Vendor payout RZP6276116149
LED-000483,Urban Company Technologies Private Limited,11905.28,2026-01-05,RZP3261858312,Payment for invoice RZP3261858312
LED-000484,Adani Enterprises Limited,248416.66,2026-04-01,RZP7758886109,Vendor payout RZP7758886109
LED-000485,HDFC Bk,243668.74,2026-06-06,RZP6815511237,Service fee RZP6815511237
LED-000486,Ola Cabs Private Limited,124672.99,2026-01-26,RZP1381297084,Merchant settlement batch RZP1381297084
LED-000487,Infosys Limited,66614.0,2026-04-17,RZP3617428444,Order settlement RZP3617428444
LED-000488,Nykaa E-Retail Private Limited,235943.5,2026-04-24,RZP1089039107,Service fee RZP1089039107
LED-000489,ICICI Bank Limited,225642.41,2026-01-15,RZP9978948787,Merchant settlement batch RZP9978948787
LED-000490,Reliance Industries Limited,206776.84,2026-05-16,RZP6146866438,Subscription charge RZP6146866438
LED-000491,Larsen & Toubro Limited,220261.52,2026-01-22,RZP0377192055,Merchant settlement batch RZP0377192055
LED-000492,Reliance Industries Limited,7118.62,2026-05-19,RZP5277910363,Payment for invoice RZP5277910363
LED-000493,HDFC Bank Limited,112266.91,2026-05-27,RZP7498958655,Service fee RZP7498958655
LED-000494,Cred Dreamplug Technologies Private Limited,168157.59,2026-04-07,RZP5235830780,Payment for invoice RZP5235830780
LED-000495,ICICI Bank Limited,119141.83,2026-04-25,RZP0645785696,Subscription charge RZP0645785696
LED-000496,PhonePe Private Limited,205979.39,2026-02-06,RZP5449556401,Vendor payout RZP5449556401
LED-000497,HDFC Bank Limited,150459.81,2026-04-15,RZP1325133201,Subscription charge RZP1325133201
LED-000498,Mahindra & Mahindra Limited,222280.94,2026-02-25,RZP1705004343,Payment for invoice RZP1705004343
LED-000499,Meesho Fashnear Technologies,33332.48,2026-02-05,RZP5444837642,Payment for invoice RZP5444837642
LED-000500,Tata Consultancy Services,239526.16,2026-04-24,RZP7687577515,Order settlement RZP7687577515
LED-000501,Urban Company Technologies Private Limited,144277.37,2026-01-14,RZP9575065922,Subscription charge RZP9575065922
LED-000503,Urban Company Technologies Private Limited,42163.77,2026-02-06,RZP1719609172,Subscription charge RZP1719609172
LED-000504,PhonePe Private Limited,223268.8,2026-03-08,RZP3812754731,Payment for invoice RZP3812754731
LED-000505,Urban Company Technologies Private Limited,101858.05,2026-05-04,RZP0690551761,Service fee RZP0690551761
LED-000506,Infosys Limited,211592.52,2026-05-09,RZP2939754940,Vendor payout RZP2939754940
LED-000507,Meesho Pvt Ltd,72418.98,2026-02-12,RZP0945833655,Merchant settlement batch RZP0945833655
LED-000508,URBAN COMPANY TECHNOLOGIES PRIVATE LIMITED,140835.93,2026-03-18,RZP0687982588,Payment for invoice RZP0687982588
LED-000509,Flipkart Internet Private Limited,68362.33,2026-06-19,RZP9345066049,Service fee RZP9345066049
LED-000510,Urban Company Technologies Private Limited,223832.75,2026-05-06,RZP7576008663,Payment for invoice RZP7576008663
LED-000511,Nykaa E-Retail Private Limited,96779.75,2026-06-28,RZP9131077671,Service fee RZP9131077671
LED-000512,Wipro Limited,58679.35,2026-05-07,RZP9047609612,Order settlement RZP9047609612
LED-000513,Urban Company Technologies Pvt Ltd,48563.5,2026-05-25,RZP6615719887,Order settlement RZP6615719887
LED-000514,Reliance Industries Limited,247989.05,2026-06-27,RZP6668046683,Vendor payout RZP6668046683
LED-000516,Wipro Limited,244527.19,2026-04-19,RZP9913060407,Subscription charge RZP9913060407
LED-000517,Wipro Limited,27093.99,2026-03-03,RZP9885205404,Order settlement RZP9885205404
LED-000518,Tata Consultancy Services,229191.09,2026-04-07,RZP3801943606,Payment for invoice RZP3801943606
LED-000519,Swiggy Bundl Technologies Private Limited,100510.51,2026-06-08,RZP7256037863,Order settlement RZP7256037863
LED-000520,Flipkart Internet Private Limited,129375.64,2026-05-31,RZP1150715624,Order settlement RZP1150715624
LED-000521,Bharti Airtel Limited,60901.65,2026-01-12,RZP0349738713,Vendor payout RZP0349738713
LED-000522,Reliance Industries Limited,129492.5,2026-06-18,RZP6058841297,Payment for invoice RZP6058841297
LED-000523,BigBasket Innovative Retail Concepts,173741.18,2026-04-30,RZP5359641470,Order settlement RZP5359641470
LED-000524,Wipro Limited,173351.16,2026-04-30,RZP6279372193,Service fee RZP6279372193
LED-000525,Urban Company Technologies Private Limited,28930.04,2026-03-16,RZP4693912221,Order settlement RZP4693912221
LED-000526,Larsen & Toubro Limited,5519.78,2026-03-09,RZP9063719328,Payment for invoice RZP9063719328
LED-000527,ANI Technologies Ola,244278.9,2026-06-09,RZP8801971335,Service fee RZP8801971335
LED-000528,Tata Consultancy Services,190806.13,2026-05-31,RZP1573078898,Vendor payout RZP1573078898
LED-000529,BigBasket Innovative Retail Concepts,197780.66,2026-06-07,RZP0576544336,Payment for invoice RZP0576544336
LED-000530,BigBasket Innovative Retail Concepts,67193.61,2026-04-13,RZP6762842243,Order settlement RZP6762842243
LED-000531,FSN E-Commerce Nykaa,63744.13,2026-01-22,RZP1043546444,Subscription charge RZP1043546444
LED-000532,SWIGGY BUNDL TECHNOLOGIES PRIVATE LIMITED,6325.84,2026-04-24,RZP2630856790,Order settlement RZP2630856790
LED-000533,Urban Company Technologies Private Limited,50196.6,2026-02-20,RZP6277816187,Vendor payout RZP6277816187
LED-000534,Reliance Industries Limited,192553.51,2026-03-14,RZP8744564571,Service fee RZP8744564571
LED-000535,Larsen & Toubro Limited,118688.4,2026-05-13,RZP5548308494,Subscription charge RZP5548308494
