ledger_public_id,settlement_public_id,group_size,relationship_type_candidate,is_potential_one_to_many,is_potential_many_to_one,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,description_embedding_cosine_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count
LED-000537,STL-000537-0,1,one_to_one,0,0,11.36,0.000139,0.999861,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.876501,0,0,0,14,20,32
LED-000537,STL-000392-0,1,one_to_one,0,0,2908.02,0.035628,1.035628,5,0.285714,0.471863,0.285714,0.242424,0,0.0,0,0,0.230769,0.717137,0,0,0,14,39,51
LED-000538,STL-000538-0,1,one_to_one,0,0,0.14,9e-06,1.000009,0,0.757576,0.921951,0.757576,1.0,0,0.780869,0,1,0.461538,0.20998,0,0,0,16,20,34
LED-000539,STL-000539-0,1,one_to_one,0,0,0.01,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.07152,0,0,0,19,19,36
LED-000540,STL-000550-0,1,one_to_one,0,0,4865.88,0.040671,0.959329,0,0.1,0.313187,0.1,0.1,0,0.0,0,0,0.230769,0.194625,0,0,0,31,81,110
LED-000540,STL-000540-0,1,one_to_one,0,0,0.41,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.888336,0,1,0,31,57,86
LED-000540,STL-000405-0,1,one_to_one,0,0,4255.92,0.035572,1.035572,4,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0.781736,0,0,0,31,23,52
LED-000541,STL-000541-0,1,one_to_one,0,0,1666.23,0.024159,0.975841,0,0.941176,0.988235,0.941176,0.941176,0,0.733333,1,1,1.0,0.268687,0,0,0,22,2,22
LED-000542,STL-000542-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.223152,0,0,0,19,42,59
LED-000542,STL-000025-0,1,one_to_one,0,0,273.23,0.003148,0.996852,4,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0.832927,0,0,0,19,15,32
LED-000543,STL-000543-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.214286,0.736,0.214286,0.214286,0,0.0,1,1,1.0,0.172133,0,0,0,42,29,69
LED-000544,STL-000310-0,1,one_to_one,0,0,3117.25,0.024706,0.975294,0,0.216216,0.511376,0.27027,0.27027,0,0.0,0,0,0.230769,0.31427,0,0,0,11,26,35
LED-000544,STL-000544-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.181444,0,1,0,11,24,33
LED-000545,STL-000176-2,1,one_to_one,0,0,607.92,0.009686,0.990314,0,0.363636,0.51339,0.363636,0.363636,0,0.0,0,0,0.230769,0.08165,0,0,0,50,54,102
LED-000545,STL-000543-0,1,one_to_one,0,0,2725.98,0.043432,0.956568,6,0.25,0.470085,0.125,0.125,0,0.0,0,0,0.230769,0.04714,0,0,0,50,29,77
LED-000546,STL-000546-0,1,one_to_one,0,0,0.17,7e-06,1.000007,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.381,0,0,0,37,48,83
LED-000548,STL-000548-0,1,one_to_one,0,0,0.0,0.0,1.0,1,0.764706,0.92381,0.764706,1.0,0,0.64715,1,1,1.0,0.295084,0,0,0,8,26,32
LED-000549,STL-000549-0,1,one_to_one,0,0,1.56,8e-06,0.999992,0,0.941176,0.977778,0.470588,0.470588,0,0.617213,1,1,1.0,0.324967,0,0,0,12,21,31
LED-000550,STL-000550-0,1,one_to_one,0,0,0.0,0.0,1.0,1,0.923077,0.984615,0.923077,0.923077,0,0.555556,0,1,0.461538,0.3114,0,0,0,94,81,173
LED-000550,STL-000540-0,1,one_to_one,0,0,4865.47,0.042391,1.042391,1,0.1,0.313187,0.1,0.1,0,0.0,0,0,0.0,0.1066,0,1,0,94,57,149
LED-000551,STL-000551-0,1,one_to_one,0,0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.338667,0,0,0,12,5,15
LED-000552,STL-000481-0,1,one_to_one,0,0,2698.59,0.024028,0.975972,0,0.0625,0.412346,0.0625,0.0625,0,0.0,0,0,0.0,0.075974,0,1,0,24,17,39
LED-000552,STL-000552-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.962963,0.992593,0.962963,0.962963,0,0.913043,1,1,1.0,0.272475,0,0,0,24,15,37
LED-000552,STL-000111-0,1,one_to_one,0,0,4227.87,0.037644,1.037644,5,0.272727,0.519535,0.272727,0.272727,0,-0.107676,0,0,0.0,0.123092,0,1,0,24,7,29
LED-000553,STL-000553-0,1,one_to_one,0,0,0.09,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.075485,0,1,0,21,48,67
LED-000553,STL-000133-1,1,one_to_one,0,0,3131.96,0.033417,1.033417,0,0.631579,0.755556,0.631579,0.631579,0,0.358569,0,0,0.230769,0.823853,0,0,0,21,50,69
LED-000554,STL-000554-0,1,one_to_one,0,0,3.04,1.9e-05,0.999981,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.550973,0,0,0,40,9,47
LED-000555,STL-000555-0,1,one_to_one,0,0,0.39,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.313545,0,0,0,22,9,29
LED-000555,STL-000298-0,1,one_to_one,0,0,5677.77,0.043528,0.956472,7,0.258065,0.525556,0.258065,0.258065,0,0.1,0,0,0.307692,0.239474,0,0,0,22,27,47
LED-000556,STL-000055-0,1,one_to_one,0,0,2685.76,0.025184,0.974816,4,0.333333,0.30112,0.333333,0.333333,0,0.0,0,0,0.230769,0.048113,0,0,0,15,27,40
LED-000557,STL-000557-0,1,one_to_one,0,0,0.12,1e-06,1.000001,0,0.411765,0.569048,0.411765,0.666667,0,0.31497,1,1,1.0,0.287214,0,0,0,21,12,31
LED-000559,STL-000559-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.162088,0,0,0,6,19,23
LED-000559,STL-000170-0,1,one_to_one,0,0,4839.88,0.039368,1.039368,1,0.173913,0.28836,0.173913,0.173913,0,0.0,0,0,0.230769,0.166091,0,0,0,6,20,24
LED-000560,STL-000560-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.324176,0,0,0,19,9,26
LED-000560,STL-000070-0,1,one_to_one,0,0,1634.44,0.006831,0.993169,4,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0.113715,0,0,0,19,19,36
LED-000560,STL-000146-0,1,one_to_one,0,0,10685.17,0.044655,0.955345,5,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.230769,0.758098,0,0,0,19,33,50
LED-000560,STL-000249-0,1,one_to_one,0,0,4368.35,0.018256,0.981744,6,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0.262613,0,0,0,19,17,34
LED-000562,STL-000562-0,1,one_to_one,0,0,2631.83,0.014906,0.985094,1,0.083333,0.0,0.083333,0.083333,0,0.0,1,1,1.0,0.848528,0,0,0,24,43,65
LED-000562,STL-000195-0,1,one_to_one,0,0,1394.84,0.0079,1.0079,3,0.142857,0.374074,0.357143,0.357143,0,0.0,0,0,0.230769,0.041703,0,0,0,24,20,42
LED-000563,STL-000563-0,1,one_to_one,0,0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.268687,0,0,0,37,51,86
LED-000564,STL-000564-0,1,one_to_one,0,0,855.57,0.006516,0.993484,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.876501,0,0,0,42,25,65
LED-000564,STL-000147-0,1,one_to_one,0,0,6418.45,0.048879,0.951121,0,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0.186339,0,0,0,42,24,64
LED-000564,STL-000585-0,1,one_to_one,0,0,397.11,0.003024,1.003024,1,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0.438357,0,0,0,42,34,74
LED-000564,STL-000522-0,1,one_to_one,0,0,1819.25,0.013854,0.986146,3,0.230769,0.417711,0.230769,0.230769,0,0.108465,0,0,0.230769,0.717137,0,0,0,42,35,75
LED-000564,STL-000569-0,1,one_to_one,0,0,2512.94,0.019137,0.980863,3,0.242424,0.491758,0.30303,0.30303,0,0.087706,0,0,0.230769,-0.043033,0,0,0,42,33,73
LED-000564,STL-000083-0,1,one_to_one,0,0,6171.2,0.046997,0.953003,4,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,-0.043033,0,0,0,42,52,92
LED-000564,STL-000383-0,1,one_to_one,0,0,1251.66,0.009532,0.990468,6,0.1,0.313187,0.1,0.1,0,0.0,0,0,0.230769,0.122474,0,0,0,42,39,79
LED-000565,STL-000565-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.095238,0,0,0,27,16,41
LED-000565,STL-000385-0,1,one_to_one,0,0,1493.74,0.007383,0.992617,0,0.3,0.456383,0.3,0.3,0,-0.188608,0,0,0.0,0.047619,0,1,0,27,15,40
LED-000565,STL-000394-0,1,one_to_one,0,0,4116.32,0.020345,0.979655,7,0.341463,0.5087,0.292683,0.292683,0,-0.055048,0,0,0.230769,0.0,0,0,0,27,15,40
LED-000565,STL-000172-0,1,one_to_one,0,0,3322.28,0.016421,0.983579,7,0.375,0.606838,0.25,0.25,0,0.0,0,0,0.307692,0.037424,0,0,0,27,13,38
LED-000568,STL-000568-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.879883,0,1,0,54,84,136
LED-000569,STL-000522-0,1,one_to_one,0,0,691.24,0.005367,1.005367,1,0.4,0.613339,0.363636,0.363636,0,0.166378,0,0,0.230769,0.796819,0,0,0,43,35,76
LED-000569,STL-000569-0,1,one_to_one,0,0,2.45,1.9e-05,0.999981,1,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0.129099,0,0,0,43,33,74
LED-000569,STL-000083-0,1,one_to_one,0,0,3660.71,0.028421,0.971579,2,0.146341,0.485185,0.146341,0.146341,0,0.099015,0,0,0.230769,0.0,0,0,0,43,52,93
LED-000569,STL-000383-0,1,one_to_one,0,0,1258.83,0.009773,1.009773,4,0.285714,0.549003,0.285714,0.285714,0,0.0,0,0,0.230769,0.204124,0,0,0,43,39,80
LED-000571,STL-000571-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.5,0.866667,0.5,1.0,0,0.522233,0,0,0.0,0.287213,0,1,0,15,16,29
LED-000572,STL-000572-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.116248,0,0,0,19,20,37
LED-000574,STL-000034-0,1,one_to_one,0,0,2143.54,0.010604,0.989396,0,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.230769,0.134231,0,0,0,26,13,37
LED-000574,STL-000064-0,1,one_to_one,0,0,8171.72,0.040426,0.959574,1,0.166667,0.467787,0.166667,0.266667,0,0.0,0,0,0.0,0.112777,0,1,0,26,21,45
LED-000574,STL-000174-0,1,one_to_one,0,0,8199.03,0.040561,0.959439,3,0.25,0.417989,0.125,0.125,0,0.169031,0,0,0.307692,0.140971,0,0,0,26,24,48
LED-000574,STL-000574-0,1,one_to_one,0,0,0.0,0.0,1.0,5,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.225554,0,0,0,26,18,42
LED-000574,STL-000224-0,1,one_to_one,0,0,3322.69,0.016438,1.016438,6,0.1,0.313187,0.1,0.1,0,0.0,0,0,0.230769,0.07175,0,0,0,26,14,38
LED-000575,STL-000582-0,1,one_to_one,0,0,2918.13,0.037507,0.962493,1,0.4,0.613339,0.363636,0.363636,0,0.166378,0,0,0.230769,0.03576,0,0,0,38,44,80
LED-000575,STL-000575-0,1,one_to_one,0,0,0.0,0.0,1.0,1,0.8125,0.936842,0.8125,0.8125,0,0.731272,0,0,0.0,0.233126,0,1,0,38,38,74
LED-000575,STL-000331-0,1,one_to_one,0,0,874.94,0.011246,1.011246,3,0.375,0.610886,0.25,0.25,0,0.080845,0,0,0.230769,0.091003,0,0,0,38,29,65
LED-000575,STL-000160-0,1,one_to_one,0,0,2589.35,0.033281,0.966719,4,0.296296,0.486842,0.222222,0.222222,0,0.0,0,0,0.230769,0.170251,0,0,0,38,21,57
LED-000576,STL-000576-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.196419,0,0,0,23,50,71
LED-000578,STL-000578-0,1,one_to_one,0,0,0.16,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.261861,0,0,0,24,20,42
LED-000579,STL-000579-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.268687,0,0,0,17,18,33
LED-000580,STL-000580-0,1,one_to_one,0,0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.133631,0,0,0,13,27,38
LED-000580,STL-000507-0,1,one_to_one,0,0,457.75,0.006281,0.993719,5,0.3125,0.595099,0.34375,0.34375,0,0.0,0,0,0.0,0.453743,0,1,0,13,21,32
LED-000581,STL-000581-0,1,one_to_one,0,0,1812.6,0.00783,0.99217,0,0.923077,0.982051,0.923077,0.923077,0,0.668994,1,1,1.0,0.224702,0,0,0,35,13,46
LED-000581,STL-000139-0,1,one_to_one,0,0,2854.54,0.01233,1.01233,4,0.411765,0.595849,0.411765,0.411765,0,-0.067267,0,0,0.230769,0.156772,0,0,0,35,53,86
LED-000581,STL-000188-0,1,one_to_one,0,0,346.23,0.001496,0.998504,6,0.117647,0.442308,0.117647,0.117647,0,0.0,0,0,0.230769,0.117579,0,0,0,35,51,84
LED-000582,STL-000582-0,1,one_to_one,0,0,892.02,0.011772,0.988228,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.264039,0,0,0,32,44,74
LED-000582,STL-000575-0,1,one_to_one,0,0,2026.11,0.026738,1.026738,0,0.326531,0.499288,0.285714,0.285714,0,0.155126,0,0,0.0,0.086066,0,1,0,32,38,68
LED-000582,STL-000331-0,1,one_to_one,0,0,2901.05,0.038284,1.038284,2,0.285714,0.549003,0.285714,0.285714,0,0.0,0,0,0.230769,0.20998,0,0,0,32,29,59
LED-000582,STL-000160-0,1,one_to_one,0,0,563.24,0.007433,0.992567,3,0.181818,0.527778,0.272727,0.272727,0,-0.060634,0,0,0.307692,0.824958,0,0,0,32,21,51
LED-000583,STL-000583-0,1,one_to_one,0,0,0.36,1.2e-05,1.000012,0,0.4,0.632775,0.333333,0.333333,0,0.0,0,0,0.0,0.219971,0,1,0,43,37,78
LED-000584,STL-000584-0,1,one_to_one,0,0,1733.17,0.023203,0.976797,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.27735,0,0,0,50,41,89
LED-000584,STL-000580-0,1,one_to_one,0,0,1819.35,0.024357,0.975643,7,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0.046225,0,0,0,50,27,75
LED-000585,STL-000564-0,1,one_to_one,0,0,4358.42,0.032329,0.967671,1,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0.524143,0,0,0,30,25,53
LED-000585,STL-000585-0,1,one_to_one,0,0,3105.74,0.023037,0.976963,2,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.906238,0,0,0,30,34,62
LED-000585,STL-000465-0,1,one_to_one,0,0,4170.73,0.030937,1.030937,3,0.216216,0.516049,0.216216,0.216216,0,0.065938,0,0,0.0,0.796391,0,1,0,30,37,65
LED-000585,STL-000522-0,1,one_to_one,0,0,5322.1,0.039477,0.960523,4,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.230769,0.524143,0,0,0,30,35,63
LED-000585,STL-000569-0,1,one_to_one,0,0,6015.79,0.044623,0.955377,4,0.415094,0.542803,0.301887,0.301887,0,0.0,0,0,0.307692,0.075485,0,0,0,30,33,61
LED-000585,STL-000383-0,1,one_to_one,0,0,4754.51,0.035267,0.964733,7,0.3,0.579867,0.3,0.3,0,0.13901,0,0,0.230769,0.071611,0,0,0,30,39,67
LED-000587,STL-000587-0,1,one_to_one,0,0,3505.57,0.021266,0.978734,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.308607,0,0,0,42,51,91
LED-000588,STL-000498-0,1,one_to_one,0,0,8238.06,0.038488,1.038488,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.769897,0,1,0,18,7,23
LED-000588,STL-000588-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.296334,0,0,0,18,13,29
LED-000589,STL-000589-0,1,one_to_one,0,0,2076.79,0.012276,0.987724,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.321029,0,0,0,40,57,95
LED-000590,STL-000590-0,1,one_to_one,0,0,1637.2,0.020674,0.979326,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.888336,0,0,0,41,51,90
LED-000591,STL-000591-0,1,one_to_one,0,0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.191273,0,0,0,32,55,85
LED-000592,STL-000592-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.226805,0,0,0,38,16,52
LED-000593,STL-000593-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.888889,0.96,0.888889,0.888889,0,0.782624,0,1,0.461538,0.897085,0,0,0,46,41,85
LED-000593,STL-000023-0,1,one_to_one,0,0,1935.01,0.029826,1.029826,4,0.133333,0.433333,0.133333,0.133333,0,0.0,0,0,0.230769,0.793575,0,0,0,46,43,87
LED-000594,STL-000594-0,1,one_to_one,0,0,925.74,0.020169,0.979831,0,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0.125436,0,0,0,15,18,31
LED-000596,STL-000596-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.255031,0,0,0,21,15,34
LED-000596,STL-000535-0,1,one_to_one,0,0,1303.64,0.010864,0.989136,1,0.173913,0.399145,0.26087,0.26087,0,0.0,0,0,0.230769,0.069843,0,0,0,21,15,34
LED-000596,STL-000111-0,1,one_to_one,0,0,3453.62,0.028782,0.971218,4,0.222222,0.539869,0.222222,0.222222,0,0.08165,0,0,0.0,0.073621,0,1,0,21,7,26
LED-000597,STL-000597-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.888336,0,0,0,46,24,68
LED-000597,STL-000300-0,1,one_to_one,0,0,1615.3,0.009443,1.009443,5,0.16,0.495098,0.24,0.24,0,0.0,0,0,0.0,0.071067,0,1,0,46,43,87
LED-000598,STL-000598-0,1,one_to_one,0,0,0.14,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.219971,0,0,0,42,67,107
LED-000598,STL-000263-0,1,one_to_one,0,0,2021.02,0.021635,1.021635,1,0.342857,0.523643,0.342857,0.342857,0,0.06742,0,0,0.307692,0.123208,0,0,0,42,59,99
LED-000598,STL-000138-0,1,one_to_one,0,0,3407.28,0.036475,1.036475,4,0.307692,0.523077,0.307692,0.307692,0,0.0,0,0,0.230769,0.211667,0,0,0,42,37,77
LED-000598,STL-000154-0,1,one_to_one,0,0,2639.05,0.028251,1.028251,7,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.0,0.804132,0,1,0,42,56,96
LED-000264,STL-000264-0,1,one_to_one,0,0,0.45,2e-06,1.000002,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.303239,0,0,0,28,20,46
LED-000561,STL-000561-0,1,one_to_one,0,0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.861858,0,0,0,21,16,35
LED-000561,STL-000472-0,1,one_to_one,0,0,5254.69,0.030128,0.969872,1,0.454545,0.622757,0.454545,0.454545,0,0.0,0,0,0.0,0.083992,0,1,0,21,17,36
LED-000561,STL-000364-0,1,one_to_one,0,0,3854.51,0.0221,1.0221,6,0.375,0.610886,0.25,0.25,0,0.080845,0,0,0.230769,0.045361,0,0,0,21,66,85
LED-000384,STL-000532-0,1,one_to_one,0,0,254.28,0.041881,1.041881,6,0.129032,0.471111,0.129032,0.129032,0,0.0,0,0,0.230769,0.036662,0,0,0,57,72,127
LED-000567,STL-000215-0,1,one_to_one,0,0,11225.59,0.04817,1.04817,0,0.352941,0.592157,0.352941,0.32,0,0.0,0,0,0.230769,0.486153,0,0,0,29,24,51
LED-000567,STL-000567-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.236228,0,1,0,29,25,52
LED-000567,STL-000434-0,1,one_to_one,0,0,9337.83,0.040069,0.959931,1,0.333333,0.30112,0.333333,0.333333,0,0.0,0,0,0.230769,0.0,0,0,0,29,21,48
LED-000277,STL-000236-0,1,one_to_one,0,0,1718.69,0.018234,1.018234,0,0.272727,0.417379,0.272727,0.272727,0,0.113961,0,0,0.307692,0.244949,0,0,0,32,45,75
LED-000277,STL-000075-0,1,one_to_one,0,0,1060.57,0.011252,1.011252,1,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,-0.0343,0,0,0,32,37,67
LED-000586,STL-000586-0,1,one_to_one,0,0,0.3,1.4e-05,0.999986,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.39841,0,0,0,5,6,9
LED-000010,STL-000264-0,1,one_to_one,0,0,341.03,0.001441,1.001441,1,0.186047,0.477513,0.139535,0.139535,0,0.0,0,0,0.230769,0.769897,0,0,0,29,20,47
LED-000523,STL-000524-0,1,one_to_one,0,0,390.02,0.002245,0.997755,0,0.296296,0.527778,0.296296,0.296296,0,0.0,0,0,0.230769,0.742308,0,0,0,16,9,23
LED-000523,STL-000279-0,1,one_to_one,0,0,4885.11,0.028117,0.971883,3,0.4,0.85,0.4,1.0,0,0.453743,0,0,0.230769,0.453743,0,0,0,16,27,41
LED-000523,STL-000015-0,1,one_to_one,0,0,8222.63,0.047327,0.952673,5,0.344828,0.598906,0.344828,0.344828,0,-0.115045,0,0,0.230769,0.259437,0,0,0,16,31,45
LED-000530,STL-000426-0,1,one_to_one,0,0,3249.81,0.048365,1.048365,5,0.227273,0.527778,0.227273,0.227273,0,0.0,0,0,0.230769,0.125,0,0,0,22,47,67
LED-000061,STL-000145-0,1,one_to_one,0,0,3439.41,0.020173,1.020173,5,0.125,0.324691,0.125,0.125,0,0.0,0,0,0.230769,0.163299,0,0,0,14,13,25
LED-000241,STL-000456-0,1,one_to_one,0,0,6908.14,0.041291,0.958709,0,0.307692,0.538955,0.269231,0.269231,0,-0.091003,0,0,0.230769,0.688063,0,0,0,22,10,30
LED-000241,STL-000145-0,1,one_to_one,0,0,6632.1,0.039641,1.039641,4,0.125,0.324691,0.125,0.125,0,0.0,0,0,0.230769,0.255377,0,0,0,22,13,33
LED-000406,STL-BATCH-000406-000441,1,one_to_one,0,0,6870.93,0.036771,1.036771,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.595407,0,1,0,14,21,33
LED-000577,STL-000577-0,1,one_to_one,0,0,0.0,0.0,1.0,0,0.258065,0.82963,0.258065,1.0,0,0.294884,0,0,0.0,0.223607,0,1,0,23,25,46
LED-000577,STL-000365-0,1,one_to_one,0,0,1933.16,0.016157,0.983843,2,0.272727,0.519535,0.272727,0.272727,0,-0.107676,0,0,0.230769,0.756978,0,0,0,23,57,78
LED-000317,STL-000317-0,1,one_to_one,0,0,0.2,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.130931,0,1,0,16,36,50
LED-000317,STL-000119-0,1,one_to_one,0,0,1098.84,0.015939,1.015939,6,0.325581,0.514077,0.325581,0.325581,0,0.0,0,0,0.230769,0.244949,0,0,0,16,14,28
LED-000019,STL-000019-0,1,one_to_one,0,0,0.43,2e-06,1.000002,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.848528,0,0,0,83,19,100
LED-000019,STL-000113-0,1,one_to_one,0,0,668.85,0.002849,1.002849,5,0.153846,0.407407,0.153846,0.153846,0,0.0,0,0,0.230769,0.707107,0,0,0,83,27,108
LED-000019,STL-000313-0,1,one_to_one,0,0,678.28,0.002889,0.997111,6,0.375,0.335979,0.375,0.428571,0,0.0,0,0,0.230769,0.044721,0,0,0,83,15,96
LED-000489,STL-000247-0,1,one_to_one,0,0,8268.91,0.036646,0.963354,4,0.277778,0.499145,0.277778,0.277778,0,0.0,0,0,0.230769,0.0,0,0,0,74,52,124
LED-000558,STL-000073-0,1,one_to_one,0,0,6687.7,0.048363,0.951637,2,0.117647,0.0,0.117647,0.117647,0,0.0,0,0,0.0,0.096225,0,1,0,74,79,151
LED-000595,STL-000595-0,1,one_to_one,0,0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0.861858,0,0,0,19,45,62
LED-000240,STL-000431-0,1,one_to_one,0,0,4998.7,0.025697,0.974303,1,0.3,0.579867,0.3,0.3,0,0.13901,0,0,0.230769,0.830291,0,0,0,11,20,29
LED-000240,STL-000490-0,1,one_to_one,0,0,8016.44,0.041211,1.041211,1,0.375,0.610886,0.25,0.25,0,0.080845,0,0,0.230769,0.069843,0,0,0,11,30,39
LED-000599,STL-000599-0,1,one_to_one,0,0,2.06,9e-06,0.999991,0,0.3,0.752941,0.3,0.222222,0,0.0,0,0,0.0,0.594913,0,1,0,19,10,27
LED-000599,STL-000388-0,1,one_to_one,0,0,945.61,0.004071,1.004071,6,0.388889,0.556588,0.388889,0.37037,0,0.093352,0,0,0.230769,0.756978,0,0,0,19,54,71
LED-000599,STL-BATCH-000086-000570,1,one_to_one,0,0,4577.63,0.019707,1.019707,6,0.355556,0.515126,0.355556,0.222222,0,-0.070273,0,0,0.0,0.36195,0,1,0,19,59,76
LED-000086,STL-000123-0,1,one_to_one,0,0,359.42,0.009373,0.990627,6,0.285714,0.497619,0.228571,0.228571,0,0.08165,0,0,0.230769,0.255377,0,0,0,50,42,90
LED-000257,STL-000257-0,1,one_to_one,0,0,3218.97,0.015815,0.984185,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.233126,0,0,0,67,26,91
LED-000056,STL-000541-0,1,one_to_one,0,0,399.61,0.005973,1.005973,0,0.24,0.517157,0.16,0.16,0,0.0,0,0,0.230769,0.095539,0,0,0,23,2,23
LED-000418,STL-000458-0,1,one_to_one,0,0,585.73,0.010525,1.010525,2,0.228571,0.382716,0.285714,0.285714,0,0.0,0,0,0.230769,0.218844,0,0,0,33,20,51
LED-000223,STL-000431-0,1,one_to_one,0,0,4249.28,0.022935,1.022935,0,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0.119416,0,0,0,3,20,21
LED-000311,STL-000355-0,1,one_to_one,0,0,2821.0,0.036168,0.963832,6,0.142857,0.428571,0.142857,0.166667,0,0.0,0,0,0.230769,0.085126,0,0,0,17,6,21
