ledger_public_id,settlement_public_id,group_size,relationship_type_candidate,is_potential_one_to_many,is_potential_many_to_one,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,description_embedding_cosine_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,split,label
LED-000058|LED-000353,STL-000236-0,2,many_to_one,0,1,741.61,0.007668,0.992332,4,0.176471,0.451481,0.235294,0.235294,0,0.082479,0,0,0.307692,0.285774,0,0,0,62,45,105,train,0
LED-000092|LED-000289,STL-000239-0,2,many_to_one,0,1,1338.18,0.018072,1.018072,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.659966,0,1,0,47,44,89,train,0
LED-000246|LED-000289,STL-000239-0,2,many_to_one,0,1,891.15,0.011963,1.011963,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.659966,0,1,0,83,44,125,train,0
LED-000289|LED-000361,STL-000239-0,2,many_to_one,0,1,1072.84,0.014032,0.985968,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0.659966,0,1,0,66,44,108,train,0
LED-000026|LED-000319,STL-000247-0,2,many_to_one,0,1,4648.88,0.020939,0.979061,2,0.25641,0.516026,0.205128,0.205128,0,0.0,0,0,0.230769,0.084515,0,0,0,25,52,75,val,0
LED-000046|LED-000550,STL-000247-0,2,many_to_one,0,1,2331.58,0.010842,1.010842,3,0.25641,0.516026,0.205128,0.205128,0,0.0,0,0,0.230769,0.1557,0,0,0,94,52,144,val,0
LED-000087|LED-000319|LED-000395,STL-000247-0,3,many_to_one,0,1,5149.24,0.024263,1.024263,3,0.415094,0.542803,0.301887,0.301887,0,0.0,0,0,0.230769,0.069843,0,0,0,95,52,145,val,0
LED-000288|LED-000375|LED-000408,STL-000249-0,3,many_to_one,0,1,948.4,0.004021,0.995979,2,0.380952,0.604777,0.333333,0.333333,0,0.056344,0,0,0.230769,0.725775,0,0,0,27,17,42,val,0
LED-000027|LED-000156,STL-000251-0,2,many_to_one,0,1,820.67,0.003516,0.996484,3,0.142857,0.428571,0.142857,0.142857,0,0.2,0,0,0.230769,0.192879,0,0,0,30,20,48,train,0
LED-000156|LED-000494,STL-000251-0,2,many_to_one,0,1,2695.64,0.011458,0.988542,4,0.142857,0.428571,0.176471,0.176471,0,0.0,0,0,0.230769,0.20016,0,0,0,30,20,48,train,0
LED-000538|LED-000578,STL-000251-0,2,many_to_one,0,1,2280.82,0.009904,1.009904,2,0.2,0.442002,0.2,0.2,0,0.0,0,0,0.384615,0.367423,0,0,0,24,20,42,train,0
LED-000539|LED-000578,STL-000251-0,2,many_to_one,0,1,836.24,0.003609,1.003609,2,0.2,0.479853,0.2,0.2,0,0.0,0,0,0.384615,0.367423,0,0,0,24,20,42,train,0
LED-000004|LED-000156|LED-000201,STL-000251-0,3,many_to_one,0,1,378.66,0.001631,1.001631,3,0.142857,0.428571,0.142857,0.142857,0,0.0,0,0,0.307692,0.833908,0,0,0,35,20,53,train,0
LED-000004|LED-000201|LED-000329,STL-000251-0,3,many_to_one,0,1,5070.82,0.021339,0.978661,3,0.142857,0.428571,0.142857,0.142857,0,0.2,0,0,0.307692,0.833908,0,0,0,35,20,53,train,0
LED-000058|LED-000244|LED-000575,STL-000259-0,3,many_to_one,0,1,1163.14,0.00858,1.00858,3,0.26087,0.653509,0.235294,0.235294,0,0.171499,0,0,0.230769,0.167984,0,0,0,66,17,81,train,0
LED-000017|LED-000193,STL-000261-0,2,many_to_one,0,1,3838.99,0.019974,1.019974,4,0.333333,0.467787,0.333333,0.333333,0,0.0,0,0,0.230769,0.76584,0,0,0,12,28,38,train,0
LED-000193|LED-000210,STL-000261-0,2,many_to_one,0,1,4590.13,0.022879,0.977121,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.76584,0,0,0,23,28,49,train,0
LED-000160|LED-000350,STL-000262-0,2,many_to_one,0,1,4449.45,0.018385,0.981615,4,0.263158,0.572991,0.315789,0.315789,0,0.0,0,0,0.230769,0.099889,0,0,0,13,13,24,train,0
LED-000341|LED-000393,STL-000262-0,2,many_to_one,0,1,5976.63,0.024541,0.975459,4,0.375,0.610886,0.26087,0.26087,0,0.080845,0,0,0.230769,0.170561,0,0,0,11,13,22,train,0
LED-000106|LED-000160|LED-000341,STL-000262-0,3,many_to_one,0,1,870.39,0.003677,1.003677,4,0.375,0.610886,0.26087,0.26087,0,0.080845,0,0,0.230769,0.779383,0,0,0,13,13,24,train,0
LED-000106|LED-000221|LED-000350,STL-000262-0,3,many_to_one,0,1,1150.73,0.004821,0.995179,4,0.375,0.610886,0.315789,0.315789,0,0.080845,0,0,0.230769,0.779383,0,0,0,13,13,24,train,0
LED-000160|LED-000221|LED-000341,STL-000262-0,3,many_to_one,0,1,602.25,0.002542,1.002542,4,0.315789,0.589744,0.315789,0.315789,0,0.0,0,0,0.230769,0.170561,0,0,0,13,13,24,train,0
LED-000118|LED-000598,STL-000263-0,2,many_to_one,0,1,172.1,0.0018,0.9982,2,0.342857,0.614219,0.342857,0.342857,0,0.06742,0,0,0.307692,0.836905,0,0,0,51,59,108,train,0
LED-000029|LED-000200,STL-000265-0,2,many_to_one,0,1,186.14,0.001175,1.001175,2,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0.199205,0,0,0,113,46,157,train,0
LED-000029|LED-000206,STL-000265-0,2,many_to_one,0,1,3852.32,0.023705,0.976295,4,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0.786357,0,0,0,98,46,142,train,0
LED-000386|LED-000540,STL-000265-0,2,many_to_one,0,1,1598.54,0.009975,0.990025,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.707107,0,0,0,53,46,97,train,0
LED-000098|LED-000136|LED-000541,STL-000268-0,3,many_to_one,0,1,5573.57,0.022756,0.977244,2,0.451613,0.635022,0.44,0.6,0,0.412514,0,0,0.230769,0.769897,0,0,0,24,7,29,train,0
LED-000056|LED-000098|LED-000136,STL-000268-0,3,many_to_one,0,1,3507.73,0.014443,0.985557,2,0.4,0.635022,0.44,0.6,0,0.412514,0,0,0.230769,0.769897,0,0,0,24,7,29,train,0
LED-000098|LED-000422|LED-000541,STL-000268-0,3,many_to_one,0,1,1906.19,0.008028,1.008028,2,0.451613,0.635022,0.44,0.6,0,0.412514,0,0,0.230769,0.769897,0,0,0,24,7,29,train,0
LED-000056|LED-000098|LED-000422,STL-000268-0,3,many_to_one,0,1,3972.03,0.016875,1.016875,2,0.451613,0.635022,0.44,0.6,0,0.412514,0,0,0.230769,0.769897,0,0,0,24,7,29,train,0
LED-000098|LED-000467|LED-000541,STL-000268-0,3,many_to_one,0,1,4935.39,0.021054,1.021054,1,0.451613,0.635022,0.44,0.6,0,0.412514,0,0,0.384615,0.769897,0,0,0,24,7,29,train,0
LED-000283|LED-000422|LED-000467,STL-000268-0,3,many_to_one,0,1,4999.58,0.02046,0.97954,2,0.451613,0.604978,0.387097,0.387097,0,0.0,0,0,0.384615,0.196419,0,0,0,19,7,24,train,0
LED-000008|LED-000252,STL-000273-0,2,many_to_one,0,1,1272.59,0.005673,0.994327,2,0.266667,0.511905,0.133333,0.133333,0,0.182574,0,0,0.230769,0.215614,0,0,0,20,17,35,train,0
LED-000506|LED-000571,STL-000273-0,2,many_to_one,0,1,3368.28,0.015333,1.015333,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.851314,0,0,0,17,17,32,train,0
LED-000008|LED-000443|LED-000571,STL-000273-0,3,many_to_one,0,1,132.22,0.000592,0.999408,4,0.266667,0.511905,0.176471,0.176471,0,0.182574,0,0,0.230769,0.823853,0,0,0,30,17,45,train,0
LED-000088|LED-000512|LED-000571,STL-000273-0,3,many_to_one,0,1,2471.6,0.011205,1.011205,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.10728,0,0,0,23,17,38,train,0
LED-000252|LED-000471|LED-000512,STL-000273-0,3,many_to_one,0,1,2337.91,0.010593,1.010593,4,0.333333,0.561905,0.333333,0.333333,0,0.182574,0,0,0.230769,0.486153,0,0,0,22,17,37,train,0
LED-000058|LED-000528,STL-000274-0,2,many_to_one,0,1,1773.53,0.007971,0.992029,1,0.066667,0.413333,0.066667,0.066667,0,0.0,0,0,0.230769,0.76584,0,0,0,62,39,99,train,0
LED-000244|LED-000528,STL-000274-0,2,many_to_one,0,1,3856.38,0.017782,1.017782,1,0.222222,0.413333,0.222222,0.222222,0,0.0,0,0,0.230769,0.76584,0,0,0,66,39,103,train,0
LED-000058|LED-000232|LED-000236,STL-000274-0,3,many_to_one,0,1,37.65,0.000171,1.000171,2,0.181818,0.455556,0.181818,0.181818,0,0.0,0,0,0.230769,0.76584,0,0,0,62,39,99,train,0
LED-000058|LED-000232|LED-000277,STL-000274-0,3,many_to_one,0,1,1759.35,0.008035,1.008035,2,0.222222,0.455556,0.222222,0.222222,0,0.0,0,0,0.230769,0.76584,0,0,0,62,39,99,train,0
LED-000058|LED-000236|LED-000277,STL-000274-0,3,many_to_one,0,1,1205.88,0.005434,0.994566,1,0.222222,0.413333,0.222222,0.222222,0,0.0,0,0,0.230769,0.255841,0,0,0,62,39,99,train,0
LED-000232|LED-000301|LED-000451,STL-000274-0,3,many_to_one,0,1,4571.39,0.020291,0.979709,4,0.181818,0.455556,0.181818,0.181818,0,0.0,0,0,0.307692,0.76584,0,0,0,45,39,82,train,0
LED-000232|LED-000301|LED-000575,STL-000274-0,3,many_to_one,0,1,47.58,0.000216,1.000216,4,0.181818,0.455556,0.181818,0.181818,0,0.0,0,0,0.230769,0.76584,0,0,0,45,39,82,train,0
LED-000236|LED-000301|LED-000575,STL-000274-0,3,many_to_one,0,1,2917.65,0.013046,0.986954,4,0.166667,0.335088,0.166667,0.166667,0,0.0,0,0,0.230769,0.222277,0,0,0,45,39,82,train,0
LED-000236|LED-000244|LED-000277,STL-000274-0,3,many_to_one,0,1,4424.03,0.020453,1.020453,1,0.222222,0.351282,0.222222,0.222222,0,0.0,0,0,0.230769,0.213201,0,0,0,66,39,103,train,0
LED-000244|LED-000281|LED-000301,STL-000274-0,3,many_to_one,0,1,5466.72,0.024168,0.975832,4,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0.205152,0,0,0,66,39,103,train,0
LED-000277|LED-000301|LED-000575,STL-000274-0,3,many_to_one,0,1,1195.95,0.005389,0.994611,4,0.222222,0.351282,0.222222,0.222222,0,0.0,0,0,0.230769,0.222277,0,0,0,45,39,82,train,0
LED-000353|LED-000451|LED-000575,STL-000274-0,3,many_to_one,0,1,4526.02,0.020093,0.979907,4,0.181818,0.455556,0.181818,0.181818,0,0.0,0,0,0.307692,0.76584,0,0,0,38,39,75,train,0
LED-000138|LED-000284,STL-000278-0,2,many_to_one,0,1,2613.7,0.021263,1.021263,3,0.4,0.648343,0.4,0.4,0,0.050572,0,0,0.230769,0.806559,0,0,0,54,34,86,train,0
LED-000041|LED-000556,STL-000279-0,2,many_to_one,0,1,1130.77,0.006742,1.006742,4,0.307692,0.502646,0.307692,0.307692,0,0.0,0,0,0.230769,0.525105,0,0,0,22,27,47,train,0
LED-000041|LED-000231|LED-000363,STL-000279-0,3,many_to_one,0,1,1575.85,0.00942,1.00942,4,0.363636,0.51339,0.363636,0.363636,0,0.113961,0,0,0.230769,0.407046,0,0,0,22,27,47,train,0
LED-000301|LED-000330,STL-000281-0,2,many_to_one,0,1,239.39,0.001609,1.001609,3,0.285714,0.497619,0.232558,0.232558,0,0.08165,0,0,0.230769,0.06601,0,0,0,45,17,60,train,0
LED-000353|LED-000451,STL-000281-0,2,many_to_one,0,1,1571.33,0.010657,1.010657,2,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.230769,0.469668,0,0,0,38,17,53,train,0
LED-000451|LED-000459|LED-000563,STL-000281-0,3,many_to_one,0,1,3509.94,0.023012,0.976988,4,0.285714,0.547619,0.190476,0.190476,0,0.119523,0,0,0.230769,0.830291,0,0,0,38,17,53,train,0
LED-000187|LED-000320,STL-000294-0,2,many_to_one,0,1,66.0,0.002043,1.002043,4,0.372093,0.644473,0.325581,0.325581,0,0.0,0,0,0.230769,0.244949,0,0,0,25,34,57,train,0
LED-000187|LED-000291|LED-000533,STL-000298-0,3,many_to_one,0,1,2018.08,0.015918,0.984082,3,0.347826,0.558824,0.347826,0.428571,0,0.0,0,0,0.307692,0.869582,0,0,0,25,27,50,train,0
LED-000187|LED-000337|LED-000533,STL-000298-0,3,many_to_one,0,1,1839.99,0.014534,0.985466,4,0.347826,0.558824,0.347826,0.428571,0,0.0,0,0,0.230769,0.440959,0,0,0,25,27,50,train,0
LED-000053|LED-000127,STL-000300-0,2,many_to_one,0,1,2827.2,0.016109,0.983891,3,0.325581,0.577887,0.325581,0.325581,0,0.050637,0,0,0.0,0.769897,0,1,0,115,43,156,train,0
LED-000053|LED-000214,STL-000300-0,2,many_to_one,0,1,2394.02,0.013674,0.986326,3,0.352941,0.53853,0.352941,0.325581,0,0.050637,0,0,0.0,0.186772,0,1,0,115,43,156,train,0
LED-000053|LED-000521,STL-000300-0,2,many_to_one,0,1,3794.23,0.0215,0.9785,4,0.4,0.592425,0.325581,0.325581,0,0.07785,0,0,0.0,0.186772,0,1,0,115,43,156,train,0
LED-000122|LED-000469,STL-000300-0,2,many_to_one,0,1,4250.39,0.024023,0.975977,3,0.318182,0.577887,0.272727,0.272727,0,0.0,0,0,0.0,0.255377,0,1,0,96,43,137,train,0
LED-000190|LED-000206|LED-000469,STL-000300-0,3,many_to_one,0,1,2817.47,0.016587,1.016587,3,0.352941,0.577887,0.352941,0.352941,0,0.066667,0,0,0.0,0.255377,0,1,0,98,43,139,train,0
LED-000080|LED-000114|LED-000119,STL-000302-0,3,many_to_one,0,1,3065.29,0.014606,1.014606,4,0.235294,0.516049,0.277778,0.277778,0,0.065938,0,0,0.0,0.142134,0,1,0,19,9,26,train,0
LED-000080|LED-000362|LED-000551,STL-000302-0,3,many_to_one,0,1,1437.03,0.006703,0.993297,4,0.631579,0.755556,0.631579,0.631579,0,0.358569,0,0,0.0,0.781736,0,1,0,19,9,26,train,0
LED-000114|LED-000119|LED-000131,STL-000302-0,3,many_to_one,0,1,5334.73,0.024441,0.975559,4,0.216216,0.516049,0.277778,0.277778,0,0.065938,0,0,0.0,0.231455,0,1,0,22,9,29,train,0
LED-000131|LED-000149|LED-000551,STL-000302-0,3,many_to_one,0,1,3657.42,0.017476,1.017476,2,0.631579,0.755556,0.631579,0.631579,0,0.358569,0,0,0.0,0.231455,0,1,0,23,9,30,train,0
LED-000020|LED-000153,STL-000303-0,2,many_to_one,0,1,251.15,0.003684,0.996316,4,0.32,0.54,0.32,0.32,0,0.043644,0,0,0.230769,0.755929,0,0,0,61,64,123,test,0
LED-000058|LED-000134,STL-000308-0,2,many_to_one,0,1,2304.56,0.011419,0.988581,1,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0.244949,0,0,0,62,34,94,train,0
LED-000134|LED-000244,STL-000308-0,2,many_to_one,0,1,3325.35,0.016949,1.016949,1,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0.235702,0,0,0,66,34,98,train,0
LED-000058|LED-000228|LED-000244,STL-000308-0,3,many_to_one,0,1,1336.09,0.006742,1.006742,1,0.285714,0.547619,0.25,0.25,0,0.119523,0,0,0.230769,0.244949,0,0,0,66,34,98,train,0
LED-000058|LED-000232|LED-000575,STL-000308-0,3,many_to_one,0,1,2989.1,0.01476,0.98524,3,0.25,0.455238,0.25,0.25,0,0.108465,0,0,0.307692,0.244949,0,0,0,62,34,94,train,0
LED-000058|LED-000277|LED-000575,STL-000308-0,3,many_to_one,0,1,4232.63,0.020773,0.979227,1,0.25,0.479853,0.25,0.25,0,0.108465,0,0,0.230769,0.244949,0,0,0,62,34,94,train,0
LED-000232|LED-000244|LED-000451,STL-000308-0,3,many_to_one,0,1,1978.16,0.009817,0.990183,3,0.2,0.479853,0.153846,0.153846,0,0.0,0,0,0.307692,0.235702,0,0,0,66,34,98,train,0
LED-000232|LED-000244|LED-000575,STL-000308-0,3,many_to_one,0,1,2640.81,0.013413,1.013413,3,0.230769,0.479853,0.230769,0.230769,0,0.108465,0,0,0.307692,0.235702,0,0,0,66,34,98,train,0
LED-000236|LED-000244|LED-000451,STL-000308-0,3,many_to_one,0,1,4943.39,0.024177,0.975823,3,0.25,0.479853,0.153846,0.153846,0,0.169031,0,0,0.230769,0.235702,0,0,0,66,34,98,train,0
LED-000236|LED-000244|LED-000575,STL-000308-0,3,many_to_one,0,1,324.42,0.001623,0.998377,2,0.25,0.479853,0.230769,0.230769,0,0.169031,0,0,0.230769,0.235702,0,0,0,66,34,98,train,0
LED-000244|LED-000277|LED-000451,STL-000308-0,3,many_to_one,0,1,3221.69,0.01589,0.98411,3,0.2,0.479853,0.153846,0.153846,0,0.0,0,0,0.230769,0.244949,0,0,0,66,34,98,train,0
LED-000075|LED-000244|LED-000451,STL-000308-0,3,many_to_one,0,1,4282.26,0.021012,0.978988,3,0.2,0.479853,0.153846,0.153846,0,0.0,0,0,0.230769,0.235702,0,0,0,66,34,98,train,0
LED-000244|LED-000277|LED-000575,STL-000308-0,3,many_to_one,0,1,1397.28,0.007053,1.007053,1,0.230769,0.479853,0.230769,0.230769,0,0.108465,0,0,0.230769,0.244949,0,0,0,66,34,98,train,0
LED-000075|LED-000244|LED-000575,STL-000308-0,3,many_to_one,0,1,336.71,0.00169,1.00169,1,0.230769,0.479853,0.230769,0.230769,0,0.108465,0,0,0.230769,0.235702,0,0,0,66,34,98,train,0
LED-000283|LED-000541,STL-000312-0,2,many_to_one,0,1,480.56,0.002357,1.002357,3,0.411765,0.643494,0.411765,0.411765,0,0.133333,0,0,0.0,0.189934,0,1,0,22,8,28,train,0
LED-000056|LED-000283,STL-000312-0,2,many_to_one,0,1,2546.4,0.012619,1.012619,3,0.355556,0.614792,0.4,0.4,0,0.04714,0,0,0.0,0.081044,0,1,0,23,8,29,train,0
LED-000056|LED-000136|LED-000541,STL-000312-0,3,many_to_one,0,1,4741.93,0.023757,1.023757,3,0.411765,0.643494,0.411765,0.411765,0,0.133333,0,0,0.0,0.189934,0,1,0,23,8,29,train,0
LED-000185|LED-000283|LED-000422,STL-000312-0,3,many_to_one,0,1,4689.24,0.022433,0.977567,3,0.411765,0.643494,0.411765,0.411765,0,0.133333,0,0,0.0,0.274352,0,1,0,27,8,33,train,0
LED-000185|LED-000283|LED-000467,STL-000312-0,3,many_to_one,0,1,1660.04,0.008058,0.991942,3,0.363636,0.614792,0.4,0.4,0,0.053838,0,0,0.0,0.742308,0,1,0,27,8,33,train,0
LED-000185|LED-000283|LED-000418,STL-000312-0,3,many_to_one,0,1,4095.5,0.019649,0.980351,3,0.355556,0.614792,0.4,0.4,0,0.04714,0,0,0.0,0.274352,0,1,0,33,8,39,train,0
LED-000072|LED-000416,STL-000313-0,2,many_to_one,0,1,1241.27,0.005331,1.005331,3,0.285714,0.630952,0.285714,0.242424,0,0.0,0,0,0.230769,0.131559,0,0,0,37,15,50,train,0
LED-000191|LED-000207,STL-000313-0,2,many_to_one,0,1,3740.45,0.015729,0.984271,4,0.352941,0.477513,0.352941,0.4,0,0.0,0,0,0.230769,0.083045,0,0,0,25,15,38,train,0
LED-000191|LED-000424,STL-000313-0,2,many_to_one,0,1,2502.53,0.010579,0.989421,3,0.2,0.477513,0.2,0.222222,0,0.0,0,0,0.230769,0.043033,0,0,0,25,15,38,train,0
LED-000072|LED-000191|LED-000207,STL-000313-0,3,many_to_one,0,1,4598.91,0.01927,0.98073,4,0.352941,0.630952,0.352941,0.4,0,0.0,0,0,0.230769,0.120483,0,0,0,37,15,50,train,0
LED-000072|LED-000191|LED-000424,STL-000313-0,3,many_to_one,0,1,3360.99,0.014156,0.985844,3,0.285714,0.630952,0.285714,0.242424,0,0.0,0,0,0.230769,0.120483,0,0,0,37,15,50,train,0
LED-000440|LED-000503|LED-000580,STL-000313-0,3,many_to_one,0,1,33.5,0.000143,0.999857,4,0.242424,0.502198,0.242424,0.193548,0,0.175412,0,0,0.230769,0.160644,0,0,0,39,15,52,train,0
LED-000098|LED-000541,STL-000316-0,2,many_to_one,0,1,2123.81,0.011721,1.011721,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.76584,0,0,0,24,21,43,train,0
LED-000056|LED-000098,STL-000316-0,2,many_to_one,0,1,4189.65,0.023388,1.023388,4,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0.76584,0,0,0,24,21,43,train,0
LED-000098|LED-000185|LED-000458,STL-000316-0,3,many_to_one,0,1,3037.72,0.0163,0.9837,4,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0.76584,0,0,0,27,21,46,train,0
LED-000098|LED-000185|LED-000467,STL-000316-0,3,many_to_one,0,1,16.79,9.2e-05,0.999908,4,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0.76584,0,0,0,27,21,46,train,0
LED-000098|LED-000185|LED-000418,STL-000316-0,3,many_to_one,0,1,2452.25,0.0132,0.9868,4,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0.791808,0,0,0,33,21,52,train,0
LED-000098|LED-000373|LED-000458,STL-000316-0,3,many_to_one,0,1,3221.11,0.017267,0.982733,4,0.5,0.640265,0.415094,0.415094,0,0.0,0,0,0.230769,0.76584,0,0,0,26,21,45,train,0
LED-000098|LED-000373|LED-000467,STL-000316-0,3,many_to_one,0,1,200.18,0.001091,0.998909,4,0.5,0.640265,0.415094,0.415094,0,0.0,0,0,0.230769,0.76584,0,0,0,24,21,43,train,0
LED-000098|LED-000373|LED-000418,STL-000316-0,3,many_to_one,0,1,2635.64,0.014173,0.985827,4,0.5,0.640265,0.415094,0.415094,0,0.0,0,0,0.230769,0.791808,0,0,0,33,21,52,train,0
LED-000418|LED-000458|LED-000541,STL-000316-0,3,many_to_one,0,1,2466.14,0.013636,1.013636,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.791808,0,0,0,33,21,52,train,0
LED-000026|LED-000087,STL-000319-0,2,many_to_one,0,1,711.9,0.005518,1.005518,0,0.266667,0.426244,0.266667,0.266667,0,0.0,0,0,0.230769,0.115728,0,0,0,44,82,124,val,0
LED-000031|LED-000387|LED-000492,STL-000322-0,3,many_to_one,0,1,1458.64,0.010335,0.989665,4,0.30303,0.574074,0.285714,0.285714,0,0.0,0,0,0.384615,0.204124,0,0,0,31,23,52,train,0
LED-000043|LED-000219|LED-000387,STL-000322-0,3,many_to_one,0,1,1812.41,0.01281,0.98719,4,0.242424,0.539506,0.242424,0.242424,0,0.223607,0,0,0.230769,0.781736,0,0,0,32,23,53,train,0
LED-000049|LED-000387|LED-000492,STL-000322-0,3,many_to_one,0,1,1058.43,0.007521,0.992479,4,0.315789,0.605983,0.315789,0.315789,0,0.0,0,0,0.230769,0.204124,0,0,0,19,23,40,train,0
LED-000110|LED-000219|LED-000387,STL-000322-0,3,many_to_one,0,1,1785.1,0.012619,0.987381,4,0.242424,0.539506,0.242424,0.242424,0,0.223607,0,0,0.230769,0.781736,0,0,0,32,23,53,train,0
LED-000387|LED-000421|LED-000492,STL-000322-0,3,many_to_one,0,1,1596.21,0.01156,1.01156,4,0.347826,0.574074,0.347826,0.347826,0,0.0,0,0,0.307692,0.204124,0,0,0,26,23,47,train,0
LED-000047|LED-000266,STL-000323-0,2,many_to_one,0,1,3188.6,0.012613,0.987387,3,0.325581,0.604701,0.352941,0.352941,0,0.0,0,0,0.230769,0.438357,0,0,0,44,59,101,train,0
LED-000500|LED-000532,STL-000323-0,2,many_to_one,0,1,3756.63,0.01528,1.01528,0,0.588235,0.692991,0.588235,0.648649,0,0.509902,0,0,0.230769,0.06601,0,0,0,74,59,131,train,0
LED-000181|LED-000349|LED-000532,STL-000323-0,3,many_to_one,0,1,166.92,0.000668,0.999332,0,0.588235,0.692991,0.588235,0.648649,0,0.509902,0,0,0.230769,0.06601,0,0,0,74,59,131,train,0
LED-000213|LED-000292|LED-000532,STL-000323-0,3,many_to_one,0,1,4464.45,0.018212,1.018212,3,0.588235,0.692991,0.588235,0.648649,0,0.509902,0,0,0.307692,0.208979,0,0,0,74,59,131,train,0
LED-000224|LED-000517,STL-000324-0,2,many_to_one,0,1,4814.8,0.02037,0.97963,4,0.307692,0.617949,0.358974,0.358974,0,0.068041,0,0,0.0,0.769897,0,1,0,15,4,17,train,0
LED-000224|LED-000586,STL-000324-0,2,many_to_one,0,1,187.13,0.000809,1.000809,2,0.358974,0.617949,0.358974,0.358974,0,0.068041,0,0,0.0,0.793575,0,1,0,6,4,8,train,0
LED-000219|LED-000513|LED-000563,STL-000330-0,3,many_to_one,0,1,77.76,0.000794,1.000794,4,0.354839,0.591042,0.354839,0.354839,0,0.0,0,0,0.230769,0.781736,0,0,0,38,31,67,train,0
LED-000014|LED-000583,STL-000335-0,2,many_to_one,0,1,4992.9,0.020877,1.020877,4,0.315789,0.604701,0.352941,0.352941,0,0.0,0,0,0.307692,0.222718,0,0,0,43,22,63,train,0
LED-000060|LED-000152,STL-000335-0,2,many_to_one,0,1,5950.56,0.023792,0.976208,1,0.285714,0.527778,0.285714,0.285714,0,0.182574,0,0,0.230769,0.205152,0,0,0,35,22,55,train,0
LED-000104|LED-000195,STL-000335-0,2,many_to_one,0,1,590.05,0.002411,0.997589,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.045361,0,0,0,35,22,55,train,0
LED-000116|LED-000195,STL-000335-0,2,many_to_one,0,1,4107.59,0.017111,1.017111,2,0.24,0.517157,0.222222,0.222222,0,0.0,0,0,0.230769,0.707107,0,0,0,28,22,48,train,0
LED-000195|LED-000531,STL-000335-0,2,many_to_one,0,1,2455.99,0.010161,1.010161,4,0.272727,0.466667,0.272727,0.272727,0,0.0,0,0,0.230769,0.0,0,0,0,36,22,56,train,0
LED-000195|LED-000591,STL-000335-0,2,many_to_one,0,1,2320.53,0.009415,0.990585,2,0.222222,0.466667,0.222222,0.222222,0,0.0,0,0,0.230769,0.0,0,0,0,32,22,52,train,0
LED-000060|LED-000104|LED-000531,STL-000335-0,3,many_to_one,0,1,5044.42,0.021096,1.021096,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.205152,0,0,0,36,22,56,train,0
LED-000060|LED-000104|LED-000591,STL-000335-0,3,many_to_one,0,1,267.9,0.001098,1.001098,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.205152,0,0,0,35,22,55,train,0
LED-000060|LED-000116|LED-000591,STL-000335-0,3,many_to_one,0,1,4965.54,0.02076,1.02076,1,0.266667,0.517157,0.16,0.16,0,0.182574,0,0,0.230769,0.707107,0,0,0,35,22,55,train,0
LED-000060|LED-000531|LED-000591,STL-000335-0,3,many_to_one,0,1,3313.94,0.01376,1.01376,4,0.272727,0.511905,0.272727,0.272727,0,0.182574,0,0,0.230769,0.205152,0,0,0,36,22,56,train,0
LED-000104|LED-000152|LED-000583,STL-000335-0,3,many_to_one,0,1,5704.94,0.023925,1.023925,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.045361,0,0,0,43,22,63,train,0
LED-000152|LED-000583|LED-000591,STL-000335-0,3,many_to_one,0,1,3974.46,0.016548,1.016548,4,0.315789,0.527778,0.315789,0.315789,0,0.0,0,0,0.230769,0.045361,0,0,0,43,22,63,train,0
