ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity,split,label
LED-000116,STL-000116-0,516.18,0.008313,0.991687,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,3,3,1,1,0.848528,train,1
LED-000116,STL-000531-0,1651.95,0.026605,1.026605,0,0.181818,0.505882,0.181818,0.181818,0,0.149071,0,0,0.230769,0,0,0,2,4,4,1,1,0.04714,train,0
LED-000117,STL-000117-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.848528,test,1
LED-000118,STL-000118-0,0.0,0.0,1.0,1,0.961538,0.992308,0.961538,0.961538,0,0.800641,0,0,0.0,0,1,0,1,1,0,0,0,0.239259,train,1
LED-000119,STL-000119-0,0.45,6e-06,1.000006,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.248734,train,1
LED-000120,STL-000120-0,0.0,0.0,1.0,0,0.214286,0.736,0.214286,0.214286,0,0.0,1,1,1.0,0,0,0,1,1,0,0,0,0.879883,val,1
LED-000121,STL-000121-0,0.06,0.0,1.0,0,0.285714,0.572222,0.357143,0.545455,0,0.096225,1,1,1.0,0,0,0,2,3,3,1,1,0.171499,train,1
LED-000122,STL-000122-0,0.36,2e-06,1.000002,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,4,3,0,1,0.15097,train,1
LED-000123,STL-000123-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.196419,train,1
LED-000124,STL-000124-0,2326.83,0.009728,0.990272,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.246416,val,1
LED-000125,STL-000394-0,5379.07,0.027896,1.027896,3,0.355556,0.515126,0.355556,0.222222,0,-0.070273,0,0,0.230769,0,0,0,6,5,9,1,1,0.087287,train,0
LED-000125,STL-000034-0,7169.17,0.037179,1.037179,4,0.325581,0.514077,0.372093,0.352941,0,0.0,0,0,0.230769,0,0,0,6,5,9,1,1,0.163299,train,0
LED-000125,STL-000380-0,3972.21,0.0206,0.9794,7,0.166667,0.467787,0.166667,0.266667,0,0.0,0,0,0.307692,0,0,0,6,4,8,1,1,0.760263,train,0
LED-000126,STL-000126-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.367423,train,1
LED-000126,STL-000109-0,22.58,0.000311,0.999689,3,0.26087,0.494872,0.26087,0.26087,0,0.087706,0,0,0.230769,0,0,0,2,2,2,1,1,0.043644,train,0
LED-000127,STL-000127-0,0.0,0.0,1.0,0,0.870968,0.954286,0.870968,1.0,0,0.890564,0,1,0.461538,0,0,0,3,3,4,1,1,0.281788,train,1
LED-000127,STL-000214-0,433.18,0.007228,0.992772,1,0.272727,0.486202,0.272727,0.171429,0,0.080257,0,0,0.230769,0,0,0,3,3,4,1,1,0.254,train,0
LED-000127,STL-000521-0,967.03,0.016135,1.016135,1,0.3,0.456383,0.3,0.3,0,-0.188608,0,0,0.230769,0,0,0,3,3,4,1,1,0.254,train,0
LED-000128,STL-000128-0,21.83,0.000183,0.999817,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,4,1,3,1,0,0.238976,train,1
LED-000128,STL-000298-0,5321.48,0.044553,1.044553,2,0.238095,0.425926,0.238095,0.238095,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.854017,train,0
LED-000128,STL-000577-0,208.43,0.001745,1.001745,4,0.1,0.425926,0.15,0.15,0,0.0,0,0,0.0,0,1,0,4,3,5,1,1,0.228802,train,0
LED-000128,STL-000365-0,1724.73,0.01444,0.98556,6,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.524143,train,0
LED-000129,STL-000129-0,0.12,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.19803,train,1
LED-000130,STL-000130-0,0.47,4e-06,1.000004,0,0.631579,0.892308,0.368421,0.368421,0,0.558156,1,1,1.0,0,0,0,2,1,1,1,0,0.308607,val,1
LED-000131,STL-000131-0,1079.12,0.024527,0.975473,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.866025,train,1
LED-000132,STL-000132-0,0.16,1e-06,1.000001,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.367423,test,1
LED-000132,STL-000164-0,521.82,0.002188,1.002188,7,0.380952,0.529412,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.043644,test,0
LED-000134,STL-000134-0,0.01,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.226455,train,1
LED-000135,STL-000135-0,0.0,0.0,1.0,0,0.5,0.866667,0.5,1.0,0,0.547723,1,1,1.0,0,0,0,1,1,0,0,0,0.279751,train,1
LED-000136,STL-000136-0,0.0,0.0,1.0,0,0.387097,0.848,0.387097,1.0,0,0.4,1,1,1.0,0,0,0,1,1,0,0,0,0.171499,train,1
LED-000137,STL-000137-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.196589,train,1
LED-000138,STL-000138-0,1533.49,0.015591,0.984409,0,0.666667,0.9,0.666667,1.0,0,0.707107,1,1,1.0,0,0,0,3,3,4,1,1,0.245737,train,1
LED-000139,STL-000139-0,0.0,0.0,1.0,0,0.25,0.742857,0.25,0.25,0,0.0,1,1,1.0,0,0,0,3,6,7,1,1,0.866025,train,1
LED-000139,STL-000188-0,3200.77,0.013657,0.986343,2,0.0,0.0,0.0,0.0,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.742308,train,0
LED-000139,STL-000019-0,380.11,0.001622,1.001622,6,0.166667,0.481481,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.044544,train,0
LED-000140,STL-000140-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.848528,train,1
LED-000141,STL-000141-0,0.0,0.0,1.0,0,0.947368,0.98,0.526316,0.526316,0,0.737865,0,1,0.461538,0,0,0,1,2,1,0,1,0.308607,val,1
LED-000142,STL-000516-1,3100.32,0.038858,0.961142,3,0.153846,0.0,0.153846,0.153846,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.680414,train,0
LED-000143,STL-000143-0,0.0,0.0,1.0,0,0.961538,0.992308,0.961538,0.961538,0,0.852437,1,1,1.0,0,0,0,3,3,4,1,1,0.367423,val,1
LED-000143,STL-000157-0,5228.71,0.039442,1.039442,5,0.631579,0.892308,0.368421,0.368421,0,0.558156,0,0,0.230769,0,0,0,3,2,3,1,1,0.0343,val,0
LED-000144,STL-000144-0,639.45,0.013558,0.986442,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,3,2,0,1,0.347183,test,1
LED-000145,STL-000145-0,15.0,8.6e-05,0.999914,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.871813,test,1
LED-000146,STL-000146-0,0.0,0.0,1.0,0,0.428571,0.854545,0.428571,1.0,0,0.447214,1,1,1.0,0,0,0,4,4,6,1,1,0.177667,train,1
LED-000146,STL-000251-0,3969.28,0.017364,1.017364,6,0.068966,0.396104,0.137931,0.137931,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.071067,train,0
LED-000147,STL-000564-0,5555.7,0.044481,1.044481,0,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,6,3,7,1,1,0.036886,train,0
LED-000147,STL-000147-0,7.18,5.7e-05,0.999943,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,6,2,6,1,1,0.172516,train,1
LED-000147,STL-000522-0,4592.02,0.036765,1.036765,3,0.166667,0.335088,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,6,5,9,1,1,0.036886,train,0
LED-000147,STL-000083-0,240.07,0.001922,1.001922,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,6,5,9,1,1,0.199205,train,0
LED-000147,STL-000383-0,5159.61,0.04131,1.04131,6,0.222222,0.517949,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,6,7,11,1,1,0.075593,train,0
LED-000148,STL-000148-0,0.27,1e-06,1.000001,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,2,3,1,1,0.184812,train,1
LED-000148,STL-000042-0,10579.36,0.042731,0.957269,7,0.652174,0.734473,0.652174,0.75,0,0.508475,0,0,0.230769,0,0,0,3,3,4,1,1,0.146647,train,0
LED-000148,STL-000089-0,2006.94,0.008106,0.991894,7,0.3125,0.523504,0.3125,0.3125,0,0.0,0,0,0.307692,0,0,0,3,3,4,1,1,0.269408,train,0
LED-000149,STL-000149-0,82.59,0.005415,0.994585,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.381,train,1
LED-000149,STL-000196-0,205.74,0.013488,1.013488,6,0.292683,0.510582,0.292683,0.292683,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.254,train,0
LED-000150,STL-000150-0,2744.27,0.013614,0.986386,0,0.608696,0.8875,0.608696,1.0,0,0.597614,1,1,1.0,0,0,0,3,4,5,1,1,0.287214,val,1
LED-000151,STL-000151-0,1726.1,0.022984,0.977016,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.15401,train,1
LED-000151,STL-000411-0,2899.15,0.038605,0.961395,1,0.222222,0.351282,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.03745,train,0
LED-000152,STL-000152-0,0.0,0.0,1.0,4,0.428571,0.854545,0.428571,1.0,0,0.447214,1,1,1.0,0,0,0,1,1,0,0,0,0.274986,train,1
LED-000154,STL-000450-0,3260.25,0.033942,1.033942,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.127688,val,0
LED-000154,STL-000154-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,5,6,1,1,0.311188,val,1
LED-000155,STL-000155-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.247156,train,1
LED-000156,STL-000156-0,0.0,0.0,1.0,0,0.727273,0.9,0.727273,0.727273,0,0.316228,1,1,1.0,0,0,0,1,2,1,0,1,0.598444,train,1
LED-000158,STL-000158-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,4,5,1,1,0.231034,train,1
LED-000160,STL-000160-0,0.0,0.0,1.0,1,0.888889,0.96,0.888889,0.888889,0,0.782624,1,1,1.0,0,0,0,2,3,3,1,1,0.255031,train,1
LED-000161,STL-000232-0,1665.82,0.018236,1.018236,5,0.129032,0.402222,0.129032,0.129032,0,0.0,0,0,0.0,0,1,0,3,2,3,1,1,0.769897,train,0
LED-000162,STL-000162-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.10728,test,1
LED-000163,STL-000163-0,0.0,0.0,1.0,0,0.913043,0.939429,0.913043,0.913043,0,0.793884,1,1,1.0,0,0,0,1,3,2,0,1,0.137199,val,1
LED-000164,STL-000164-0,2670.34,0.011048,0.988952,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.303895,test,1
LED-000165,STL-000165-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.257674,train,1
LED-000166,STL-000166-0,0.0,0.0,1.0,3,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0,0,0,3,3,4,1,1,0.91106,train,1
LED-000166,STL-000524-0,7189.03,0.03982,0.96018,4,0.457143,0.602397,0.285714,0.285714,0,-0.069007,0,0,0.230769,0,0,0,3,4,5,1,1,0.443039,train,0
LED-000167,STL-000167-0,2130.73,0.015216,0.984784,1,0.428571,0.854545,0.428571,1.0,0,0.447214,0,1,0.461538,0,0,0,1,1,0,0,0,0.137199,test,1
LED-000168,STL-000168-0,0.2,1e-06,0.999999,0,0.809524,0.936,0.809524,1.0,0,0.788811,0,0,0.0,0,1,0,2,3,3,1,1,0.311188,train,1
LED-000168,STL-000342-0,1361.47,0.007237,1.007237,0,0.333333,0.549271,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.73721,train,0
LED-000169,STL-000169-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.30202,train,1
LED-000170,STL-000170-0,0.0,0.0,1.0,0,0.947368,0.98,0.526316,0.526316,0,0.737865,1,1,1.0,0,0,0,2,4,4,1,1,0.295804,train,1
LED-000170,STL-000181-0,2153.56,0.016854,1.016854,6,0.133333,0.433333,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.133631,train,0
LED-000171,STL-000171-0,0.05,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.178174,train,1
LED-000172,STL-000172-0,0.16,1e-06,1.000001,0,0.181818,0.608187,0.272727,0.272727,0,0.0,0,1,0.461538,0,0,0,7,5,10,1,1,0.099015,test,1
LED-000173,STL-000173-0,12.83,9.5e-05,0.999905,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.188562,train,1
LED-000173,STL-000433-0,2233.99,0.016477,1.016477,1,0.117647,0.468254,0.117647,0.0,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.0343,train,0
LED-000174,STL-000174-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,8,9,1,1,0.137199,val,1
LED-000177,STL-000177-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.182006,test,1
LED-000177,STL-000133-1,3945.58,0.039142,0.960858,4,0.125,0.417989,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.03576,test,0
LED-000178,STL-000178-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.910642,test,1
LED-000179,STL-000179-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.559085,train,1
LED-000180,STL-000180-0,0.39,6e-06,0.999994,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.872082,train,1
LED-000181,STL-000181-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.181444,train,1
LED-000182,STL-000182-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.174608,val,1
LED-000183,STL-000183-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.341121,test,1
LED-000184,STL-000184-0,0.31,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.835504,train,1
LED-000185,STL-000185-0,0.16,9e-06,0.999991,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.338667,train,1
LED-000185,STL-000373-0,183.47,0.010254,1.010254,2,0.24,0.479532,0.16,0.16,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.109985,train,0
LED-000186,STL-000186-0,0.0,0.0,1.0,0,0.8125,0.936842,0.8125,0.8125,0,0.731272,0,0,0.0,0,1,0,1,1,0,0,0,0.305505,train,1
LED-000187,STL-000187-0,150.07,0.007544,0.992456,0,0.3,0.752941,0.3,0.222222,0,0.0,1,1,1.0,0,0,0,1,2,1,0,1,0.835504,train,1
LED-000188,STL-000188-0,7.03,3e-05,0.99997,1,0.727273,0.9,0.727273,0.727273,0,0.316228,1,1,1.0,0,0,0,2,4,4,1,1,0.58554,train,1
LED-000188,STL-000019-0,3573.85,0.01546,1.01546,5,0.125,0.417989,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.035136,train,0
LED-000189,STL-000189-0,13.0,0.000311,0.999689,0,0.64,0.894118,0.64,0.64,0,0.316228,1,1,1.0,0,0,0,2,1,1,1,0,0.338667,val,1
LED-000190,STL-000190-0,721.32,0.005646,0.994354,0,0.941176,0.988235,0.941176,0.941176,0,0.751469,1,1,1.0,0,0,0,5,2,5,1,1,0.292353,train,1
LED-000190,STL-000073-0,3823.56,0.029926,1.029926,4,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.0,0,1,0,5,6,9,1,1,0.869582,train,0
LED-000191,STL-000191-0,2.5,2.7e-05,0.999973,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.13202,train,1
LED-000191,STL-000379-0,1446.71,0.015882,1.015882,6,0.459016,0.668519,0.393443,0.393443,0,0.0343,0,0,0.230769,0,0,0,2,2,2,1,1,0.0,train,0
LED-000192,STL-000192-0,0.15,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,6,2,6,1,1,0.835504,train,1
LED-000192,STL-000190-0,1462.6,0.011646,1.011646,1,0.230769,0.549891,0.153846,0.153846,0,0.09167,0,0,0.230769,0,0,0,6,2,6,1,1,0.204465,train,0
LED-000192,STL-000540-0,5944.29,0.047333,0.952667,4,0.25,0.417989,0.125,0.125,0,0.169031,0,0,0.0,0,1,0,6,5,9,1,1,0.212814,train,0
LED-000192,STL-000073-0,6007.48,0.047836,1.047836,5,0.25,0.417989,0.125,0.125,0,0.169031,0,0,0.0,0,1,0,6,6,10,1,1,0.034752,train,0
LED-000193,STL-000193-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.879883,train,1
LED-000195,STL-000195-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,2,3,1,1,0.166812,train,1
LED-000196,STL-000196-0,252.17,0.01605,0.98395,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.136083,train,1
LED-000197,STL-000197-0,9.83,0.000359,0.999641,0,0.258065,0.82963,0.258065,1.0,0,0.294884,1,1,1.0,0,0,0,1,1,0,0,0,0.249029,test,1
LED-000198,STL-000198-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.318465,val,1
LED-000199,STL-000199-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.296334,val,1
LED-000202,STL-000202-0,268.29,0.017438,0.982562,0,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0,0,0,1,1,0,0,0,0.579359,train,1
LED-000203,STL-000203-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.579359,test,1
LED-000203,STL-000404-1,220.53,0.002561,1.002561,7,0.186047,0.477513,0.232558,0.232558,0,0.076697,0,0,0.230769,0,0,0,2,2,2,1,1,0.127515,test,0
LED-000204,STL-000335-0,657.62,0.002701,1.002701,0,0.153846,0.0,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.045361,train,0
LED-000204,STL-000204-0,1.51,6e-06,0.999994,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,4,5,1,1,0.099015,train,1
LED-000204,STL-000139-0,9136.89,0.037523,0.962477,3,0.153846,0.498413,0.230769,0.230769,0,0.0,0,0,0.230769,0,0,0,3,6,7,1,1,-0.041996,train,0
LED-000205,STL-000052-0,2948.06,0.037034,1.037034,0,0.3,0.456383,0.3,0.3,0,-0.188608,0,0,0.230769,0,0,0,2,2,2,1,1,0.758098,train,0
LED-000205,STL-000205-0,0.0,0.0,1.0,1,0.962963,0.992593,0.962963,0.962963,0,0.913043,1,1,1.0,0,0,0,2,2,2,1,1,0.871813,train,1
LED-000206,STL-000206-0,54.21,0.005626,0.994374,1,0.4,0.85,0.4,1.0,0,0.453743,0,0,0.0,0,1,0,1,1,0,0,0,0.10728,train,1
LED-000207,STL-000207-0,20.45,0.000139,0.999861,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,5,1,4,1,0,0.870988,train,1
LED-000207,STL-000424-0,1237.92,0.008438,0.991562,1,0.26087,0.485897,0.26087,0.26087,0,0.095346,0,0,0.230769,0,0,0,5,2,5,1,1,0.040522,train,0
LED-000207,STL-000416-1,11.34,7.7e-05,1.000077,3,0.222222,0.483333,0.111111,0.111111,0,0.129099,0,0,0.0,0,1,0,5,2,5,1,1,0.081044,train,0
LED-000207,STL-000347-0,5472.21,0.037298,1.037298,4,0.222222,0.466667,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,5,3,6,1,1,0.09848,train,0
LED-000207,STL-000158-0,3659.99,0.024946,0.975054,7,0.133333,0.433333,0.133333,0.133333,0,0.0,0,0,0.0,0,1,0,5,4,7,1,1,0.095539,train,0
LED-000208,STL-000208-0,19.06,9.6e-05,0.999904,1,0.608696,0.8875,0.608696,1.0,0,0.597614,1,1,1.0,0,0,0,2,1,1,1,0,0.175682,test,1
LED-000209,STL-000209-0,12.12,6.7e-05,0.999933,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.204124,train,1
LED-000211,STL-000211-0,0.0,0.0,1.0,2,0.774194,0.926316,0.774194,0.8,0,0.766965,1,1,1.0,0,0,0,1,1,0,0,0,0.550973,test,1
LED-000213,STL-000213-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.888336,train,1
LED-000214,STL-000127-0,433.18,0.00728,1.00728,0,0.307692,0.502266,0.269231,0.186047,0,0.071474,0,0,0.230769,0,0,0,3,3,4,1,1,0.774917,train,0
LED-000214,STL-000214-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.338667,train,1
LED-000214,STL-000521-0,1400.21,0.023532,1.023532,1,0.4,0.570324,0.4,0.380952,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.169334,train,0
LED-000215,STL-000215-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,4,4,1,1,0.920358,train,1
LED-000215,STL-000567-0,11225.59,0.045956,0.954044,0,0.352941,0.592157,0.352941,0.32,0,0.0,0,0,0.0,0,1,0,2,5,5,1,1,0.037268,train,0
LED-000216,STL-000365-0,1371.05,0.011784,1.011784,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.499169,train,0
LED-000216,STL-000397-0,3657.51,0.031437,0.968563,4,0.166667,0.467787,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.0,train,0
LED-000217,STL-000217-0,0.0,0.0,1.0,0,0.285714,0.572222,0.357143,0.545455,0,0.096225,1,1,1.0,0,0,0,5,1,4,1,0,0.290659,val,1
LED-000218,STL-000218-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.159232,val,1
LED-000219,STL-000219-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.189934,train,1
LED-000220,STL-000220-0,0.0,0.0,1.0,5,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.342415,train,1
LED-000221,STL-000106-0,268.14,0.007429,0.992571,0,0.363636,0.580891,0.409091,0.409091,0,0.048507,0,0,0.384615,0,0,0,3,2,3,1,1,0.25,train,0
LED-000221,STL-000221-0,16.13,0.000447,0.999553,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.381356,train,1
LED-000221,STL-000080-0,494.21,0.013693,0.986307,7,0.25,0.410476,0.25,0.25,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.166667,train,0
LED-000224,STL-000224-0,3805.33,0.018184,0.981816,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.579359,train,1
LED-000225,STL-000215-0,4131.85,0.017206,1.017206,0,0.4,0.570324,0.4,0.380952,0,0.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.061604,train,0
LED-000225,STL-000567-0,7093.74,0.029541,0.970459,0,0.333333,0.629462,0.4,0.4,0,0.0,0,0,0.0,0,1,0,2,5,5,1,1,0.044901,train,0
LED-000227,STL-000364-0,39.53,0.000222,1.000222,7,0.125,0.470085,0.125,0.0,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.036811,val,0
LED-000228,STL-000228-0,0.48,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.545705,train,1
LED-000228,STL-000259-0,3708.46,0.026408,0.973592,2,0.222222,0.440476,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.771517,train,0
LED-000229,STL-000229-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.188562,train,1
LED-000229,STL-000168-0,3285.45,0.017165,0.982835,2,0.181818,0.47,0.242424,0.242424,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.213201,train,0
LED-000229,STL-000342-0,1923.78,0.010051,0.989949,2,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.707107,train,0
LED-000231,STL-000231-0,9.5,0.000129,0.999871,0,0.764706,0.92381,0.764706,0.764706,0,0.760886,1,1,1.0,0,0,0,4,1,3,1,0,0.410305,train,1
LED-000231,STL-000426-0,3108.53,0.042263,0.957737,5,0.285714,0.535256,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.781736,train,0
LED-000231,STL-000510-0,1985.66,0.026997,0.973003,5,0.358974,0.516026,0.358974,0.358974,0,-0.059131,0,0,0.230769,0,0,0,4,3,5,1,1,0.227921,train,0
LED-000232,STL-000232-0,0.09,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,2,3,1,1,0.219971,train,1
