ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity
LED-000085,STL-000314-0,3671.94,0.044045,0.955955,0,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.162088
LED-000085,STL-000475-0,2065.19,0.024772,1.024772,4,0.142857,0.437037,0.142857,0.142857,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.306382
LED-000087,STL-000087-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.172133
LED-000088,STL-000088-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.2179
LED-000089,STL-000042-0,8575.6,0.034917,0.965083,0,0.285714,0.527778,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.262613
LED-000089,STL-000089-0,3467.85,0.01412,0.98588,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.286618
LED-000089,STL-000335-0,1442.55,0.005874,0.994126,4,0.230769,0.538889,0.307692,0.307692,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.758098
LED-000089,STL-000204-0,3470.12,0.014129,0.985871,5,0.181818,0.455556,0.181818,0.181818,0,0.0,0,0,0.0,0,1,0,4,5,7,1,1,0.191079
LED-000090,STL-000137-0,5846.3,0.029626,0.970374,0,0.171429,0.433333,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.218844
LED-000090,STL-000090-0,0.0,0.0,1.0,0,0.913043,0.939429,0.913043,0.913043,0,0.793884,1,1,1.0,0,0,0,3,3,4,1,1,0.218844
LED-000090,STL-000356-0,2005.66,0.010164,1.010164,0,0.392157,0.655954,0.431373,0.431373,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.087538
LED-000092,STL-000092-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.367423
LED-000093,STL-000093-0,0.0,0.0,1.0,1,0.833333,0.895305,0.75,0.75,0,0.657794,1,1,1.0,0,0,0,3,7,8,1,1,0.277219
LED-000093,STL-000490-0,2027.85,0.009712,0.990288,1,0.4,0.558817,0.4,0.4,0,0.047565,0,0,0.230769,0,0,0,3,7,8,1,1,0.195965
LED-000093,STL-000592-0,7565.09,0.03623,1.03623,7,0.641509,0.703324,0.603774,0.641509,0,0.368037,0,0,0.0,0,1,0,3,3,4,1,1,0.806559
LED-000094,STL-000448-0,2621.65,0.0155,1.0155,1,0.181818,0.481046,0.181818,0.181818,0,0.0,0,0,0.230769,0,0,0,1,3,2,0,1,0.287214
LED-000095,STL-000095-0,842.0,0.00729,0.99271,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.213201
LED-000095,STL-000117-0,1283.08,0.011109,1.011109,6,0.324324,0.562745,0.378378,0.378378,0,-0.060858,0,0,0.230769,0,0,0,2,2,2,1,1,0.033333
LED-000096,STL-000096-0,4218.62,0.019823,0.980177,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.273009
LED-000096,STL-000371-0,6163.64,0.028963,0.971037,3,0.142857,0.0,0.142857,0.142857,0,0.0,0,0,0.307692,0,0,0,2,4,4,1,1,0.227508
LED-000097,STL-000022-0,780.25,0.008337,0.991663,6,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.307692,0,0,0,1,1,0,0,0,0.246183
LED-000098,STL-000098-0,0.0,0.0,1.0,0,0.972222,0.994444,0.972222,0.972222,0,0.941176,0,1,0.461538,0,0,0,1,1,0,0,0,0.182006
LED-000099,STL-000432-0,4359.33,0.038119,0.961881,1,0.341463,0.5087,0.341463,0.341463,0,-0.060858,0,0,0.230769,0,0,0,4,3,5,1,1,0.043644
LED-000099,STL-000099-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,2,4,1,1,0.205798
LED-000099,STL-000248-0,2509.62,0.021945,0.978055,2,0.3125,0.595099,0.34375,0.34375,0,0.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.102899
LED-000099,STL-000338-0,1984.92,0.017357,0.982643,5,0.235294,0.519841,0.176471,0.176471,0,-0.182574,0,0,0.0,0,1,0,4,5,7,1,1,0.0
LED-000100,STL-000276-0,1399.0,0.010684,0.989316,0,0.2,0.442002,0.2,0.2,0,-0.149071,0,0,0.230769,0,0,0,2,2,2,1,1,0.078386
LED-000100,STL-000100-0,0.0,0.0,1.0,1,0.727273,0.9,0.727273,0.727273,0,0.316228,1,1,1.0,0,0,0,2,2,2,1,1,0.20954
LED-000101,STL-000101-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,2,3,1,1,0.278543
LED-000101,STL-000436-0,693.19,0.008032,1.008032,2,0.307692,0.539683,0.307692,0.307692,0,0.0,0,0,0.307692,0,0,0,3,2,3,1,1,0.262613
LED-000101,STL-000242-0,2080.03,0.024103,1.024103,5,0.166667,0.467787,0.166667,0.266667,0,-0.172133,0,0,0.230769,0,0,0,3,3,4,1,1,0.189525
LED-000102,STL-000102-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.282843
LED-000102,STL-000014-0,6128.79,0.030206,1.030206,7,0.24,0.463675,0.24,0.24,0,-0.095346,0,0,0.0,0,1,0,2,3,3,1,1,0.734847
LED-000103,STL-000103-0,752.12,0.010499,0.989501,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.181444
LED-000104,STL-000104-0,0.0,0.0,1.0,0,0.875,0.975,0.875,0.875,0,0.333333,0,0,0.0,0,1,0,3,2,3,1,1,0.888336
LED-000104,STL-000531-0,3046.04,0.045606,0.954394,4,0.307692,0.55,0.307692,0.307692,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.246183
LED-000104,STL-000591-0,1730.48,0.025909,1.025909,4,0.153846,0.0,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.035533
LED-000105,STL-000105-0,0.0,0.0,1.0,0,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0,0,0,2,5,5,1,1,0.866025
LED-000105,STL-000392-0,3455.02,0.039269,0.960731,2,0.380952,0.604777,0.333333,0.333333,0,0.056344,0,0,0.230769,0,0,0,2,5,5,1,1,0.0
LED-000106,STL-000106-0,502.16,0.014018,0.985982,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.293972
LED-000106,STL-000221-0,388.15,0.010835,0.989165,0,0.363636,0.580891,0.409091,0.409091,0,0.048507,0,0,0.384615,0,0,0,3,2,3,1,1,0.251976
LED-000106,STL-000080-0,226.07,0.006311,0.993689,7,0.173913,0.535088,0.173913,0.173913,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.045361
LED-000107,STL-000107-0,0.0,0.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,2,3,1,1,0.188562
LED-000107,STL-000403-0,115.13,0.000802,1.000802,6,0.1,0.0,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.068599
LED-000107,STL-000322-0,5189.9,0.036155,0.963845,7,0.1,0.406593,0.1,0.1,0,0.13484,0,0,0.230769,0,0,0,3,3,4,1,1,0.163299
LED-000108,STL-000108-0,0.0,0.0,1.0,0,0.352941,0.842857,0.352941,1.0,0,0.456435,1,1,1.0,0,0,0,2,3,3,1,1,0.910642
LED-000108,STL-000510-0,3465.47,0.048467,0.951533,0,0.592593,0.677839,0.555556,0.631579,0,0.50128,0,0,0.230769,0,0,0,2,2,2,1,1,0.036811
LED-000109,STL-000109-0,0.0,0.0,1.0,0,0.666667,0.9,0.666667,1.0,0,0.707107,1,1,1.0,0,0,0,1,2,1,0,1,0.133631
LED-000110,STL-000110-0,0.0,0.0,1.0,0,0.258065,0.82963,0.258065,1.0,0,0.294884,1,1,1.0,0,0,0,1,2,1,0,1,0.369274
LED-000111,STL-000552-0,4232.49,0.036318,0.963682,0,0.272727,0.519535,0.272727,0.272727,0,-0.107676,0,0,0.230769,0,0,0,3,3,4,1,1,0.285774
LED-000111,STL-000535-0,396.17,0.003399,1.003399,0,0.4,0.602456,0.4,0.4,0,0.0,0,0,0.0,0,1,0,3,4,5,1,1,0.094281
LED-000111,STL-000111-0,0.0,0.0,1.0,0,0.64,0.894118,0.64,1.0,0,0.632456,0,1,0.461538,0,0,0,3,4,5,1,1,0.188562
LED-000112,STL-000112-0,671.42,0.008313,0.991687,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.835504
LED-000113,STL-000113-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.861857
LED-000113,STL-000313-0,2986.55,0.012687,0.987313,3,0.272727,0.486202,0.272727,0.171429,0,0.080257,0,0,0.230769,0,0,0,3,5,6,1,1,0.68853
LED-000113,STL-000264-0,225.87,0.000959,0.999041,4,0.238095,0.374074,0.238095,0.238095,0,-0.115663,0,0,0.230769,0,0,0,3,5,6,1,1,0.083992
LED-000114,STL-000114-0,0.0,0.0,1.0,1,0.962963,0.992593,0.962963,0.962963,0,0.834058,0,0,0.0,0,1,0,1,2,1,0,1,0.223152
LED-000115,STL-000115-0,0.45,4e-06,1.000004,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.198898
LED-000115,STL-000272-0,409.42,0.003524,0.996476,4,0.972222,0.994444,0.972222,0.972222,0,0.882353,0,0,0.230769,0,0,0,2,2,2,1,1,0.069007
LED-000116,STL-000116-0,0.0,0.0,1.0,0,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0,0,0,2,3,3,1,1,0.879883
LED-000116,STL-000531-0,1651.6,0.026599,1.026599,1,0.181818,0.505882,0.181818,0.181818,0,0.149071,0,0,0.230769,0,0,0,2,4,4,1,1,0.254
LED-000117,STL-000117-0,0.06,1e-06,1.000001,0,0.285714,0.572222,0.357143,0.545455,0,0.096225,1,1,1.0,0,0,0,1,2,1,0,1,0.2
LED-000118,STL-000118-0,0.36,0.000164,1.000164,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.25161
LED-000119,STL-000119-0,0.0,0.0,1.0,0,0.666667,0.9,0.666667,1.0,0,0.707107,1,1,1.0,0,0,0,1,2,1,0,1,0.274986
LED-000120,STL-000120-0,334.55,0.009729,0.990271,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.238833
LED-000121,STL-000121-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.29794
LED-000121,STL-000520-0,3779.47,0.028384,0.971616,6,0.24,0.517157,0.16,0.16,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.127688
LED-000122,STL-000122-0,1516.01,0.010493,0.989507,1,0.897959,0.801908,0.897959,1.0,0,0.88588,1,1,1.0,0,0,0,3,3,4,1,1,0.254772
LED-000122,STL-000071-1,1247.46,0.008635,1.008635,2,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.0,0,1,0,3,4,5,1,1,0.175075
LED-000122,STL-000029-0,5536.53,0.038323,1.038323,7,0.349206,0.563362,0.285714,0.285714,0,-0.032969,0,0,0.230769,0,0,0,3,3,4,1,1,0.218844
LED-000123,STL-000123-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.181444
LED-000124,STL-000124-0,3.47,1.5e-05,0.999985,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,4,4,1,1,0.274352
LED-000124,STL-000215-0,5090.0,0.021281,1.021281,5,0.173913,0.48366,0.173913,0.285714,0,0.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.15401
LED-000125,STL-000172-0,3408.91,0.017679,1.017679,4,0.230769,0.510652,0.230769,0.25,0,0.0,0,0,0.230769,0,0,0,7,5,10,1,1,0.043644
LED-000125,STL-000574-0,9312.71,0.048295,1.048295,4,0.142857,0.428571,0.142857,0.166667,0,0.0,0,0,0.230769,0,0,0,7,5,10,1,1,0.244949
LED-000125,STL-000034-0,7169.17,0.037179,1.037179,5,0.242424,0.502198,0.242424,0.193548,0,0.175412,0,0,0.230769,0,0,0,7,6,11,1,1,0.244949
LED-000125,STL-000064-0,1140.99,0.005917,1.005917,5,0.5,0.625584,0.416667,0.461538,0,-0.172133,0,0,0.307692,0,0,0,7,6,11,1,1,0.244949
LED-000125,STL-000394-0,6996.04,0.036281,1.036281,6,0.153846,0.436508,0.153846,0.181818,0,0.0,0,0,0.230769,0,0,0,7,6,11,1,1,0.0
LED-000125,STL-000380-0,4482.19,0.023245,0.976755,7,0.142857,0.428571,0.142857,0.166667,0,0.0,0,0,0.0,0,1,0,7,4,9,1,1,0.754247
LED-000125,STL-000174-0,1113.68,0.005776,1.005776,7,0.266667,0.490079,0.266667,0.307692,0,0.0,0,0,0.230769,0,0,0,7,8,13,1,1,0.04714
LED-000126,STL-000126-0,0.47,6e-06,1.000006,0,0.947368,0.98,0.526316,0.526316,0,0.737865,1,1,1.0,0,0,0,2,1,1,1,0,0.308607
LED-000126,STL-000109-0,22.58,0.000311,0.999689,3,0.26087,0.494872,0.26087,0.26087,0,0.087706,0,0,0.230769,0,0,0,2,2,2,1,1,0.044544
LED-000127,STL-000214-0,433.1,0.007226,0.992774,0,0.272727,0.486202,0.272727,0.171429,0,0.080257,0,0,0.230769,0,0,0,3,3,4,1,1,0.192879
LED-000127,STL-000127-0,1470.02,0.024527,0.975473,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,4,5,1,1,0.866026
LED-000127,STL-000501-2,306.72,0.005118,0.994882,2,0.25,0.512227,0.25,0.25,0,-0.057831,0,0,0.230769,0,0,0,3,3,4,1,1,0.742308
LED-000128,STL-000128-0,0.16,1e-06,1.000001,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,1,3,1,0,0.311188
LED-000128,STL-000298-0,5321.52,0.044554,1.044554,2,0.367347,0.626327,0.326531,0.326531,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.73721
LED-000128,STL-000577-0,208.43,0.001745,1.001745,4,0.349206,0.563362,0.285714,0.285714,0,-0.03576,0,0,0.230769,0,0,0,4,3,5,1,1,0.034752
LED-000128,STL-000365-0,1724.62,0.014439,0.985561,6,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.255377
LED-000129,STL-000129-0,0.0,0.0,1.0,0,0.631579,0.574786,0.631579,1.0,0,0.603023,1,1,1.0,0,0,0,2,2,2,1,1,0.146647
LED-000129,STL-000148-0,8401.24,0.035981,1.035981,6,0.25,0.523504,0.25,0.25,0,0.0,0,0,0.0,0,1,0,2,3,3,1,1,0.184812
LED-000130,STL-000130-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.071889
LED-000130,STL-000278-0,5617.02,0.042829,0.957171,4,0.358974,0.507326,0.358974,0.358974,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.465891
LED-000131,STL-000131-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,1,1,1,0,0.267261
LED-000131,STL-000439-0,343.36,0.007804,1.007804,6,0.263158,0.572991,0.315789,0.315789,0,0.0,0,0,0.307692,0,0,0,2,2,2,1,1,0.089087
LED-000132,STL-000132-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.191273
LED-000132,STL-000339-0,9240.91,0.038743,0.961257,4,0.363636,0.594883,0.363636,0.363636,0,0.053838,0,0,0.230769,0,0,0,3,3,4,1,1,0.073621
LED-000132,STL-000164-0,3192.16,0.013383,1.013383,7,0.380952,0.529412,0.380952,0.380952,0,0.0,0,0,0.0,0,1,0,3,2,3,1,1,0.477119
LED-000133,STL-000554-0,2332.38,0.014602,1.014602,0,0.25,0.417989,0.125,0.125,0,0.169031,0,0,0.230769,0,0,0,1,3,2,0,1,0.034381
LED-000134,STL-000134-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.1849
LED-000135,STL-000135-0,1723.52,0.015591,0.984409,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.144338
LED-000136,STL-000136-0,0.0,0.0,1.0,0,0.255319,0.829268,0.255319,1.0,0,0.312348,1,1,1.0,0,0,0,1,2,1,0,1,0.876501
LED-000137,STL-000137-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,3,4,1,1,0.816497
LED-000137,STL-000090-0,5846.3,0.03053,1.03053,0,0.193548,0.446825,0.258065,0.258065,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,-0.045361
LED-000137,STL-000356-0,7851.96,0.041004,1.041004,0,0.277778,0.499145,0.277778,0.277778,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.0
LED-000138,STL-000138-0,0.0,0.0,1.0,0,0.631579,0.892308,0.368421,0.368421,0,0.558156,0,1,0.461538,0,0,0,4,2,4,1,1,0.375
LED-000138,STL-000450-0,1064.72,0.010825,0.989175,3,0.242424,0.514652,0.181818,0.181818,0,0.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.455091
LED-000138,STL-000154-0,2301.72,0.023402,0.976598,5,0.3125,0.523504,0.3125,0.3125,0,0.0,0,0,0.307692,0,0,0,4,3,5,1,1,0.333333
LED-000138,STL-000416-2,3665.19,0.037265,0.962735,7,0.176471,0.467949,0.176471,0.176471,0,0.080064,0,0,0.230769,0,0,0,4,4,6,1,1,0.25
LED-000139,STL-000139-0,5167.98,0.022051,0.977949,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,5,6,1,1,0.848528
LED-000139,STL-000188-0,4498.8,0.019196,0.980804,1,0.2,0.442002,0.2,0.2,0,-0.149071,0,0,0.230769,0,0,0,3,4,5,1,1,0.244949
LED-000139,STL-000019-0,379.68,0.00162,1.00162,6,0.2,0.479853,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.04714
LED-000140,STL-000140-0,1364.74,0.013558,0.986442,0,0.913043,0.939429,0.913043,0.913043,0,0.793884,0,0,0.0,0,1,0,1,1,0,0,0,0.322329
LED-000141,STL-000141-0,15.0,6.1e-05,0.999939,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.879883
LED-000142,STL-000516-0,1831.26,0.022952,0.977048,3,0.166667,0.0,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.746203
LED-000142,STL-000590-0,593.46,0.007438,0.992562,7,0.235294,0.465079,0.235294,0.235294,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.746203
LED-000143,STL-000143-0,0.4,3e-06,0.999997,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,1,3,1,0,0.11713
LED-000143,STL-000280-0,3335.77,0.025163,0.974837,5,0.358974,0.516026,0.358974,0.358974,0,-0.059131,0,0,0.0,0,1,0,4,3,5,1,1,0.830291
LED-000143,STL-000022-1,4321.42,0.032598,0.967402,5,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.191273
LED-000143,STL-000157-0,6183.34,0.046643,1.046643,5,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,2,4,1,1,0.191273
LED-000144,STL-000404-2,268.64,0.005696,0.994304,1,0.142857,0.357143,0.142857,0.142857,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.477119
LED-000144,STL-000144-0,0.0,0.0,1.0,1,0.727273,0.9,0.727273,0.727273,0,0.316228,1,1,1.0,0,0,0,2,2,2,1,1,0.133185
LED-000145,STL-000145-0,15.3,8.8e-05,0.999912,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.835504
LED-000145,STL-000293-0,4675.52,0.026878,0.973122,7,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,2,2,2,1,1,-0.0
LED-000146,STL-000146-0,0.16,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,4,5,1,1,0.866025
LED-000146,STL-000518-0,595.61,0.002606,1.002606,2,0.193548,0.428889,0.193548,0.193548,0,0.0,0,0,0.307692,0,0,0,3,5,6,1,1,0.089087
LED-000146,STL-000251-0,3969.05,0.017363,1.017363,7,0.133333,0.425926,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.115728
LED-000147,STL-000147-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,5,3,6,1,1,0.181444
LED-000147,STL-000522-0,4592.02,0.036765,1.036765,1,0.166667,0.335088,0.166667,0.166667,0,0.0,0,0,0.230769,0,0,0,5,4,7,1,1,0.235702
LED-000147,STL-000569-0,3900.78,0.031231,1.031231,2,0.146341,0.485185,0.195122,0.195122,0,0.093659,0,0,0.0,0,1,0,5,5,8,1,1,0.033005
LED-000147,STL-000083-0,240.07,0.001922,1.001922,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.680414
LED-000147,STL-000383-0,5159.61,0.04131,1.04131,6,0.222222,0.517949,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,5,7,10,1,1,0.0
LED-000148,STL-000148-0,5690.54,0.022984,0.977016,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,3,4,1,1,0.184812
LED-000148,STL-000042-0,10558.9,0.042648,0.957352,6,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.127
LED-000148,STL-000089-0,5451.15,0.022018,0.977982,6,0.3125,0.523504,0.3125,0.3125,0,0.0,0,0,0.307692,0,0,0,3,3,4,1,1,0.123208
LED-000149,STL-000149-0,0.0,0.0,1.0,4,0.526316,0.871429,0.526316,1.0,0,0.46291,1,1,1.0,0,0,0,2,1,1,1,0,0.392837
LED-000149,STL-000196-0,457.91,0.03002,1.03002,7,0.292683,0.510582,0.292683,0.292683,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.0
LED-000150,STL-000150-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,3,4,5,1,1,0.339683
LED-000150,STL-000385-0,741.29,0.003678,0.996322,2,0.181818,0.464286,0.181818,0.181818,0,0.0,0,0,0.0,0,1,0,3,4,5,1,1,0.205152
LED-000150,STL-000565-0,752.28,0.003732,1.003732,4,0.2,0.479853,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.235702
LED-000151,STL-000411-0,2898.74,0.038599,0.961401,0,0.222222,0.351282,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.328244
LED-000151,STL-000151-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.268687
LED-000152,STL-000152-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.576022
LED-000154,STL-000450-0,1237.0,0.012878,1.012878,0,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.231034
LED-000154,STL-000154-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.864242
LED-000154,STL-000416-2,1363.47,0.014195,0.985805,4,0.285714,0.527778,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.707107
LED-000154,STL-000557-0,2244.14,0.023363,1.023363,7,0.2,0.492063,0.2,0.2,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.039284
LED-000155,STL-000155-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.83666
LED-000156,STL-000156-0,0.0,0.0,1.0,2,0.857143,0.971429,0.857143,0.857143,0,0.4,1,1,1.0,0,0,0,2,2,2,1,1,0.298481
LED-000156,STL-000530-0,90.8,0.001353,1.001353,5,0.186047,0.477513,0.139535,0.139535,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.659966
LED-000157,STL-000157-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.267971
LED-000158,STL-000158-0,0.0,0.0,1.0,1,0.555556,0.876923,0.555556,1.0,0,0.522233,1,1,1.0,0,0,0,2,5,5,1,1,0.130466
LED-000158,STL-000051-0,1071.0,0.007487,1.007487,2,0.272727,0.505882,0.272727,0.272727,0,0.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.208422
LED-000160,STL-000160-0,0.0,0.0,1.0,0,0.947368,0.98,0.526316,0.526316,0,0.737865,0,1,0.461538,0,0,0,1,3,2,0,1,0.211667
LED-000161,STL-000232-0,1665.73,0.018235,1.018235,5,0.129032,0.402222,0.129032,0.129032,0,0.0,0,0,0.230769,0,0,0,1,2,1,0,1,0.0343
LED-000162,STL-000162-0,0.0,0.0,1.0,0,0.608696,0.8875,0.608696,1.0,0,0.597614,1,1,1.0,0,0,0,1,3,2,0,1,0.144338
LED-000163,STL-000163-0,4406.26,0.022286,0.977714,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.159232
LED-000163,STL-BATCH-000201-000305,3841.7,0.019431,1.019431,5,0.325581,0.548889,0.325581,0.325581,0,0.051434,0,0,0.0,0,1,0,2,2,2,1,1,0.028318
LED-000164,STL-000164-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.303895
LED-000164,STL-000560-0,2439.54,0.010093,0.989907,5,0.1875,0.455238,0.1875,0.1875,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.1066
LED-000165,STL-000165-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.303239
LED-000166,STL-000166-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.233075
LED-000166,STL-000297-0,5933.78,0.032867,0.967133,3,0.230769,0.549891,0.153846,0.153846,0,0.09759,0,0,0.307692,0,0,0,3,2,3,1,1,0.036811
